question_id,question,q_ev,q_pt,answer_id,answer,a_ev,a_pt,ev_prop,pt_prop
28042,Number of 40-49 year olds in main home,7412,7412,-3,Prefer not to answer,18,18,0.002428494,0.002428494
28042,Number of 40-49 year olds in main home,7412,7412,0,0,6744,6744,0.909875877,0.909875877
28042,Number of 40-49 year olds in main home,7412,7412,1,1,604,604,0.081489477,0.081489477
28042,Number of 40-49 year olds in main home,7412,7412,2,2,36,36,0.004856989,0.004856989
28043,Number of 50-59 year olds in main home,7412,7412,-3,Prefer not to answer,16,16,0.002158662,0.002158662
28043,Number of 50-59 year olds in main home,7412,7412,0,0,5661,5661,0.763761468,0.763761468
28043,Number of 50-59 year olds in main home,7412,7412,1,1,1607,1607,0.216810577,0.216810577
28043,Number of 50-59 year olds in main home,7412,7412,2,2,119,119,0.016055046,0.016055046
28044,Number of 60-69 year olds in main home,7412,7412,-3,Prefer not to answer,13,13,0.001753913,0.001753913
28044,Number of 60-69 year olds in main home,7412,7412,0,0,4949,4949,0.667701025,0.667701025
28044,Number of 60-69 year olds in main home,7412,7412,1,1,2314,2314,0.312196438,0.312196438
28044,Number of 60-69 year olds in main home,7412,7412,2,2,128,128,0.017269293,0.017269293
28045,Number of 70-79 year olds in main home,7412,7412,-3,Prefer not to answer,16,16,0.002158662,0.002158662
28045,Number of 70-79 year olds in main home,7412,7412,0,0,5239,5239,0.706826767,0.706826767
28045,Number of 70-79 year olds in main home,7412,7412,1,1,2007,2007,0.270777118,0.270777118
28045,Number of 70-79 year olds in main home,7412,7412,2,2,144,144,0.019427955,0.019427955
28046,Number of 80+ year olds in main home,7412,7412,-3,Prefer not to answer,20,20,0.002698327,0.002698327
28046,Number of 80+ year olds in main home,7412,7412,0,0,6859,6859,0.925391257,0.925391257
28046,Number of 80+ year olds in main home,7412,7412,1,1,516,516,0.069616838,0.069616838
28046,Number of 80+ year olds in main home,7412,7412,2,2,13,13,0.001753913,0.001753913
28047,Young people in main home attended school or other childcare setting between mid-March and the end of June (i.e the first UK lockdown),1020,1020,-3,Prefer not to answer,18,18,0.017647059,0.017647059
28047,Young people in main home attended school or other childcare setting between mid-March and the end of June (i.e the first UK lockdown),1020,1020,0,No,699,699,0.685294118,0.685294118
28047,Young people in main home attended school or other childcare setting between mid-March and the end of June (i.e the first UK lockdown),1020,1020,1,Yes,303,303,0.297058824,0.297058824
28048,Young people in main home attended school or other childcare setting between the start of July and mid-September,1020,1020,-3,Prefer not to answer,22,22,0.021568627,0.021568627
28048,Young people in main home attended school or other childcare setting between the start of July and mid-September,1020,1020,0,No,528,528,0.517647059,0.517647059
28048,Young people in main home attended school or other childcare setting between the start of July and mid-September,1020,1020,1,Yes,470,470,0.460784314,0.460784314
28049,Young people in main home attended school or other childcare setting between mid-September and the end of October,1020,1020,-3,Prefer not to answer,23,23,0.02254902,0.02254902
28049,Young people in main home attended school or other childcare setting between mid-September and the end of October,1020,1020,0,No,268,268,0.262745098,0.262745098
28049,Young people in main home attended school or other childcare setting between mid-September and the end of October,1020,1020,1,Yes,729,729,0.714705882,0.714705882
28050,Young people in main home attended school or other childcare setting between the start of November and the start of December,1020,1020,-3,Prefer not to answer,21,21,0.020588235,0.020588235
28050,Young people in main home attended school or other childcare setting between the start of November and the start of December,1020,1020,0,No,322,322,0.315686275,0.315686275
28050,Young people in main home attended school or other childcare setting between the start of November and the start of December,1020,1020,1,Yes,677,677,0.66372549,0.66372549
28051,Number of people in main home who regularly worked outside the home,7417,7417,-3,Prefer not to answer,5,5,6.74E-04,6.74E-04
28051,Number of people in main home who regularly worked outside the home,7417,7417,0,0,5098,5098,0.687339895,0.687339895
28051,Number of people in main home who regularly worked outside the home,7417,7417,1,1,1782,1782,0.240258865,0.240258865
28051,Number of people in main home who regularly worked outside the home,7417,7417,10,More than 20,12,12,0.001617905,0.001617905
28051,Number of people in main home who regularly worked outside the home,7417,7417,2,2,383,383,0.051638129,0.051638129
28051,Number of people in main home who regularly worked outside the home,7417,7417,3,3,104,104,0.014021842,0.014021842
28051,Number of people in main home who regularly worked outside the home,7417,7417,4,4,18,18,0.002426857,0.002426857
28051,Number of people in main home who regularly worked outside the home,7417,7417,5,5,8,8,0.001078603,0.001078603
28052,Number of people in main home had COVID-19,7417,7417,-1,Do not know,275,275,0.037076985,0.037076985
28052,Number of people in main home had COVID-19,7417,7417,0,0,6274,6274,0.845894567,0.845894567
28052,Number of people in main home had COVID-19,7417,7417,1,1,661,661,0.08911959,0.08911959
28052,Number of people in main home had COVID-19,7417,7417,2,2,131,131,0.017662128,0.017662128
28052,Number of people in main home had COVID-19,7417,7417,3,3,50,50,0.00674127,0.00674127
28052,Number of people in main home had COVID-19,7417,7417,4,4,16,16,0.002157206,0.002157206
28053,Number of people in main home tested positive for COVID-19,868,868,-1,Do not know,22,22,0.025345622,0.025345622
28053,Number of people in main home tested positive for COVID-19,868,868,0,0,485,485,0.55875576,0.55875576
28053,Number of people in main home tested positive for COVID-19,868,868,1,1,298,298,0.343317972,0.343317972
28053,Number of people in main home tested positive for COVID-19,868,868,2,2,41,41,0.047235023,0.047235023
28053,Number of people in main home tested positive for COVID-19,868,868,3,3,11,11,0.012672811,0.012672811
28053,Number of people in main home tested positive for COVID-19,868,868,4,4,5,5,0.005760369,0.005760369
28054,Care or support provided to people with COVID-19,404,361,-7,None of the above,174,174,0.430693069,0.48199446
28054,Care or support provided to people with COVID-19,404,361,1,"Assisting with personal care activities (e.g., dressing, eating, walking, taking medications)",49,49,0.121287129,0.135734072
28054,Care or support provided to people with COVID-19,404,361,2,"Providing other support (e.g., preparing meals, grocery shopping, using the telephone, collecting medication, managing money)",178,178,0.440594059,0.493074792
28055,Time spent per day within 1 metre of people with COVID-19,361,361,-3,Prefer not to answer,5,5,0.013850416,0.013850416
28055,Time spent per day within 1 metre of people with COVID-19,361,361,1,Less than 10 minutes,81,81,0.224376731,0.224376731
28055,Time spent per day within 1 metre of people with COVID-19,361,361,2,10 to 29 minutes,28,28,0.077562327,0.077562327
28055,Time spent per day within 1 metre of people with COVID-19,361,361,3,30 to 59 minutes,14,14,0.038781163,0.038781163
28055,Time spent per day within 1 metre of people with COVID-19,361,361,4,1 to 2 hours,30,30,0.083102493,0.083102493
28055,Time spent per day within 1 metre of people with COVID-19,361,361,5,More than 2 hours,203,203,0.56232687,0.56232687
28056,Qualifications,19359,9952,-3,Prefer not to answer,75,75,0.003874167,0.007536174
28056,Qualifications,19359,9952,-7,None of the above,731,731,0.037760215,0.073452572
28056,Qualifications,19359,9952,1,College or University degree,5310,5310,0.274291027,0.533561093
28056,Qualifications,19359,9952,2,A levels/AS levels or equivalent,3290,3290,0.169946795,0.330586817
28056,Qualifications,19359,9952,3,O levels/GCSEs or equivalent,4320,4320,0.223152022,0.434083601
28056,Qualifications,19359,9952,4,CSEs or equivalent,1105,1105,0.057079395,0.111032958
28056,Qualifications,19359,9952,5,NVQ or HND or HNC or equivalent,1629,1629,0.084146908,0.163685691
28056,Qualifications,19359,9952,6,"Other professional qualifications eg: nursing, teaching",2899,2899,0.149749471,0.291298232
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,-3,Prefer not to answer,10,10,0.001004823,0.001004823
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,1,Employed/Self-employed and working with others at a workplace,1393,1393,0.139971865,0.139971865
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,10,None of the above,183,183,0.018388264,0.018388264
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,2,Employed/Self-employed and working alone at a workplace,248,248,0.024919614,0.024919614
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,3,Employed/Self-employed and working from home,1987,1987,0.19965836,0.19965836
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,4,Retired,5364,5364,0.538987138,0.538987138
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,5,Looking after home and/or family,240,240,0.024115756,0.024115756
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,6,Unable to work because of sickness or disability,168,168,0.016881029,0.016881029
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,7,Unemployed,119,119,0.011957395,0.011957395
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,8,Doing unpaid or voluntary work,212,212,0.021302251,0.021302251
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9952,9952,9,Full or part-time student,28,28,0.002813505,0.002813505
28058,Employment situation changed since the end of June 2020,9952,9952,-3,Prefer not to answer,64,64,0.006430868,0.006430868
28058,Employment situation changed since the end of June 2020,9952,9952,0,No,8972,8972,0.901527331,0.901527331
28058,Employment situation changed since the end of June 2020,9952,9952,1,Yes,916,916,0.092041801,0.092041801
28059,Employment situation between the start of July and mid-September,916,916,1,Employed/Self-employed and working with others at a workplace,352,352,0.384279476,0.384279476
28059,Employment situation between the start of July and mid-September,916,916,10,None of the above,60,60,0.065502183,0.065502183
28059,Employment situation between the start of July and mid-September,916,916,2,Employed/Self-employed and working alone at a workplace,53,53,0.057860262,0.057860262
28059,Employment situation between the start of July and mid-September,916,916,3,Employed/Self-employed and working from home,180,180,0.19650655,0.19650655
28059,Employment situation between the start of July and mid-September,916,916,4,Retired,110,110,0.120087336,0.120087336
28059,Employment situation between the start of July and mid-September,916,916,5,Looking after home and/or family,24,24,0.026200873,0.026200873
28059,Employment situation between the start of July and mid-September,916,916,6,Unable to work because of sickness or disability,19,19,0.020742358,0.020742358
28059,Employment situation between the start of July and mid-September,916,916,7,Unemployed,73,73,0.079694323,0.079694323
28059,Employment situation between the start of July and mid-September,916,916,8,Doing unpaid or voluntary work,41,41,0.044759825,0.044759825
28060,Employment situation between mid-September and the end of October,916,916,1,Employed/Self-employed and working with others at a workplace,385,385,0.420305677,0.420305677
28060,Employment situation between mid-September and the end of October,916,916,10,None of the above,40,40,0.043668122,0.043668122
28060,Employment situation between mid-September and the end of October,916,916,2,Employed/Self-employed and working alone at a workplace,44,44,0.048034934,0.048034934
28060,Employment situation between mid-September and the end of October,916,916,3,Employed/Self-employed and working from home,150,150,0.163755459,0.163755459
28060,Employment situation between mid-September and the end of October,916,916,4,Retired,138,138,0.150655022,0.150655022
28060,Employment situation between mid-September and the end of October,916,916,5,Looking after home and/or family,19,19,0.020742358,0.020742358
28060,Employment situation between mid-September and the end of October,916,916,6,Unable to work because of sickness or disability,18,18,0.019650655,0.019650655
28060,Employment situation between mid-September and the end of October,916,916,7,Unemployed,78,78,0.085152838,0.085152838
28060,Employment situation between mid-September and the end of October,916,916,8,Doing unpaid or voluntary work,40,40,0.043668122,0.043668122
28061,Employment situation between the start of November and the start of December,916,916,1,Employed/Self-employed and working with others at a workplace,340,340,0.371179039,0.371179039
28061,Employment situation between the start of November and the start of December,916,916,10,None of the above,42,42,0.045851528,0.045851528
28061,Employment situation between the start of November and the start of December,916,916,2,Employed/Self-employed and working alone at a workplace,49,49,0.05349345,0.05349345
28061,Employment situation between the start of November and the start of December,916,916,3,Employed/Self-employed and working from home,160,160,0.174672489,0.174672489
28061,Employment situation between the start of November and the start of December,916,916,4,Retired,155,155,0.169213974,0.169213974
28061,Employment situation between the start of November and the start of December,916,916,5,Looking after home and/or family,20,20,0.021834061,0.021834061
28061,Employment situation between the start of November and the start of December,916,916,6,Unable to work because of sickness or disability,19,19,0.020742358,0.020742358
28061,Employment situation between the start of November and the start of December,916,916,7,Unemployed,92,92,0.100436681,0.100436681
28061,Employment situation between the start of November and the start of December,916,916,8,Doing unpaid or voluntary work,36,36,0.03930131,0.03930131
28062,Designated key worker between 1st March 2020 and 30th November 2020,9952,9952,-2,Not applicable,713,713,0.071643891,0.071643891
28062,Designated key worker between 1st March 2020 and 30th November 2020,9952,9952,-3,Prefer not to answer,21,21,0.002110129,0.002110129
28062,Designated key worker between 1st March 2020 and 30th November 2020,9952,9952,0,No,7666,7666,0.770297428,0.770297428
28062,Designated key worker between 1st March 2020 and 30th November 2020,9952,9952,1,Yes,1552,1552,0.155948553,0.155948553
28063,Keyworker occupation group,1552,1552,-3,Prefer not to answer,32,32,0.020618557,0.020618557
28063,Keyworker occupation group,1552,1552,1,NHS and social care,579,579,0.37306701,0.37306701
28063,Keyworker occupation group,1552,1552,2,"Education and childcare (including supporting and teaching staff, social workers and specialist education specialists)",217,217,0.139819588,0.139819588
28063,Keyworker occupation group,1552,1552,3,"Key public services (justice, religious staff, journalist, and environmental staff or mortuary)",143,143,0.092139175,0.092139175
28063,Keyworker occupation group,1552,1552,4,Local and national government (delivering COVID-19 response or delivering essential public services),142,142,0.091494845,0.091494845
28063,Keyworker occupation group,1552,1552,5,"Food and other necessary goods (production, sales, delivery)",186,186,0.119845361,0.119845361
28063,Keyworker occupation group,1552,1552,6,"Public safety or national security worker (police, armed forces, fire and rescue)",54,54,0.034793814,0.034793814
28063,Keyworker occupation group,1552,1552,7,"Transport worker (air, water, road and rail)",97,97,0.0625,0.0625
28063,Keyworker occupation group,1552,1552,8,"Utility worker (energy, sewerage, postal service)",34,34,0.021907216,0.021907216
28063,Keyworker occupation group,1552,1552,9,"Utilities, communication and financial services",68,68,0.043814433,0.043814433
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9952,9952,-2,Not applicable,1371,1371,0.137761254,0.137761254
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9952,9952,-3,Prefer not to answer,24,24,0.002411576,0.002411576
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9952,9952,0,No,6841,6841,0.687399518,0.687399518
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9952,9952,1,Yes,1716,1716,0.172427653,0.172427653
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,365,365,0.322153575,0.322153575
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,268,268,0.236540159,0.236540159
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,53,53,0.046778464,0.046778464
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,209,209,0.184466019,0.184466019
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,238,238,0.210061783,0.210061783
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,380,380,0.335392763,0.335392763
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,214,214,0.188879082,0.188879082
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,53,53,0.046778464,0.046778464
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,212,212,0.187113857,0.187113857
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,272,272,0.240070609,0.240070609
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,1022,1022,0.902030009,0.902030009
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,80,80,0.070609003,0.070609003
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,11,11,0.009708738,0.009708738
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,13,13,0.011473963,0.011473963
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,5,5,0.004413063,0.004413063
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,703,703,0.620476611,0.620476611
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,262,262,0.231244484,0.231244484
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,30,30,0.026478376,0.026478376
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,79,79,0.06972639,0.06972639
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,57,57,0.050308914,0.050308914
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,446,446,0.39364519,0.39364519
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,334,334,0.294792586,0.294792586
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,42,42,0.037069726,0.037069726
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,163,163,0.143865843,0.143865843
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,147,147,0.129744042,0.129744042
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,852,852,0.751985878,0.751985878
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,139,139,0.122683142,0.122683142
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,14,14,0.012356575,0.012356575
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,67,67,0.05913504,0.05913504
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,60,60,0.052956752,0.052956752
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,18,18,0.015887026,0.015887026
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,195,195,0.172109444,0.172109444
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,50,50,0.044130627,0.044130627
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,325,325,0.286849073,0.286849073
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,544,544,0.480141218,0.480141218
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1133,1133,1,Never,14,14,0.012356575,0.012356575
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1133,1133,2,Some of the time,157,157,0.138570168,0.138570168
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1133,1133,3,Half of the time,36,36,0.031774051,0.031774051
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1133,1133,4,Most of the time,311,311,0.274492498,0.274492498
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1133,1133,5,All of the time,615,615,0.542806708,0.542806708
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,-3,Prefer not to answer,17,17,0.001708199,0.001708199
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,1,Never,2632,2632,0.264469453,0.264469453
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,2,Less than once a week,4302,4302,0.43227492,0.43227492
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,3,1 to 2 days per week,2215,2215,0.222568328,0.222568328
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,4,3 to 4 days per week,542,542,0.054461415,0.054461415
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,5,5 or more days per week,244,244,0.024517685,0.024517685
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9952,9952,-3,Prefer not to answer,15,15,0.001507235,0.001507235
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9952,9952,1,Never,1086,1086,0.109123794,0.109123794
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9952,9952,2,Less than once a week,4244,4244,0.426446945,0.426446945
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9952,9952,3,1 to 2 days per week,3325,3325,0.334103698,0.334103698
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9952,9952,4,3 to 4 days per week,961,961,0.096563505,0.096563505
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9952,9952,5,5 or more days per week,321,321,0.032254823,0.032254823
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9952,9952,-3,Prefer not to answer,23,23,0.002311093,0.002311093
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9952,9952,1,Never,1825,1825,0.183380225,0.183380225
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9952,9952,2,Less than once a week,4494,4494,0.451567524,0.451567524
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9952,9952,3,1 to 2 days per week,2684,2684,0.269694534,0.269694534
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9952,9952,4,3 to 4 days per week,689,689,0.069232315,0.069232315
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9952,9952,5,5 or more days per week,237,237,0.023814309,0.023814309
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9952,9952,-3,Prefer not to answer,20,20,0.002009646,0.002009646
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9952,9952,1,Never,3519,3519,0.353597267,0.353597267
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9952,9952,2,Less than once a week,4023,4023,0.404240354,0.404240354
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9952,9952,3,1 to 2 days per week,1822,1822,0.183078778,0.183078778
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9952,9952,4,3 to 4 days per week,414,414,0.041599678,0.041599678
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9952,9952,5,5 or more days per week,154,154,0.015474277,0.015474277
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,-3,Prefer not to answer,20,20,0.002009646,0.002009646
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,1,Never,5881,5881,0.590936495,0.590936495
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,2,Less than once a week,2883,2883,0.289690514,0.289690514
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,3,1 to 2 days per week,894,894,0.08983119,0.08983119
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,4,3 to 4 days per week,166,166,0.016680064,0.016680064
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9952,9952,5,5 or more days per week,108,108,0.01085209,0.01085209
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9952,9952,-3,Prefer not to answer,22,22,0.002210611,0.002210611
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9952,9952,1,Never,3011,3011,0.302552251,0.302552251
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9952,9952,2,Less than once a week,4490,4490,0.451165595,0.451165595
