question_id,question,q_ev,q_pt,answer_id,answer,a_ev,a_pt,ev_prop,pt_prop
28043,Number of 50-59 year olds in main home,7159,7159,0,0,5489,5489,0.766727197,0.766727197
28043,Number of 50-59 year olds in main home,7159,7159,1,1,1536,1536,0.214555105,0.214555105
28043,Number of 50-59 year olds in main home,7159,7159,2,2,110,110,0.015365274,0.015365274
28044,Number of 60-69 year olds in main home,7159,7159,-3,Prefer not to answer,13,13,0.001815896,0.001815896
28044,Number of 60-69 year olds in main home,7159,7159,0,0,4791,4791,0.669227546,0.669227546
28044,Number of 60-69 year olds in main home,7159,7159,1,1,2227,2227,0.311076966,0.311076966
28044,Number of 60-69 year olds in main home,7159,7159,2,2,121,121,0.016901802,0.016901802
28045,Number of 70-79 year olds in main home,7159,7159,-3,Prefer not to answer,16,16,0.002234949,0.002234949
28045,Number of 70-79 year olds in main home,7159,7159,0,0,5032,5032,0.702891465,0.702891465
28045,Number of 70-79 year olds in main home,7159,7159,1,1,1967,1967,0.274759045,0.274759045
28045,Number of 70-79 year olds in main home,7159,7159,2,2,139,139,0.01941612,0.01941612
28046,Number of 80+ year olds in main home,7159,7159,-3,Prefer not to answer,20,20,0.002793686,0.002793686
28046,Number of 80+ year olds in main home,7159,7159,0,0,6614,6614,0.923872049,0.923872049
28046,Number of 80+ year olds in main home,7159,7159,1,1,509,509,0.071099316,0.071099316
28046,Number of 80+ year olds in main home,7159,7159,2,2,13,13,0.001815896,0.001815896
28047,Young people in main home attended school or other childcare setting between mid-March and the end of June (i.e the first UK lockdown),973,973,-3,Prefer not to answer,17,17,0.017471737,0.017471737
28047,Young people in main home attended school or other childcare setting between mid-March and the end of June (i.e the first UK lockdown),973,973,0,No,669,669,0.687564234,0.687564234
28047,Young people in main home attended school or other childcare setting between mid-March and the end of June (i.e the first UK lockdown),973,973,1,Yes,287,287,0.294964029,0.294964029
28048,Young people in main home attended school or other childcare setting between the start of July and mid-September,973,973,-3,Prefer not to answer,21,21,0.021582734,0.021582734
28048,Young people in main home attended school or other childcare setting between the start of July and mid-September,973,973,0,No,511,511,0.525179856,0.525179856
28048,Young people in main home attended school or other childcare setting between the start of July and mid-September,973,973,1,Yes,441,441,0.45323741,0.45323741
28049,Young people in main home attended school or other childcare setting between mid-September and the end of October,973,973,-3,Prefer not to answer,22,22,0.022610483,0.022610483
28049,Young people in main home attended school or other childcare setting between mid-September and the end of October,973,973,0,No,261,261,0.268242549,0.268242549
28049,Young people in main home attended school or other childcare setting between mid-September and the end of October,973,973,1,Yes,690,690,0.709146968,0.709146968
28050,Young people in main home attended school or other childcare setting between the start of November and the start of December,973,973,-3,Prefer not to answer,20,20,0.020554985,0.020554985
28050,Young people in main home attended school or other childcare setting between the start of November and the start of December,973,973,0,No,313,313,0.321685509,0.321685509
28050,Young people in main home attended school or other childcare setting between the start of November and the start of December,973,973,1,Yes,640,640,0.657759507,0.657759507
28051,Number of people in main home who regularly worked outside the home,7164,7164,0,0,4974,4974,0.694304858,0.694304858
28051,Number of people in main home who regularly worked outside the home,7164,7164,1,1,1686,1686,0.235343384,0.235343384
28051,Number of people in main home who regularly worked outside the home,7164,7164,10,More than 20,10,10,0.001395868,0.001395868
28051,Number of people in main home who regularly worked outside the home,7164,7164,2,2,360,360,0.050251256,0.050251256
28051,Number of people in main home who regularly worked outside the home,7164,7164,3,3,99,99,0.013819095,0.013819095
28051,Number of people in main home who regularly worked outside the home,7164,7164,4,4,18,18,0.002512563,0.002512563
28051,Number of people in main home who regularly worked outside the home,7164,7164,5,5,6,6,8.38E-04,8.38E-04
28052,Number of people in main home had COVID-19,7164,7164,-1,Do not know,271,271,0.037828029,0.037828029
28052,Number of people in main home had COVID-19,7164,7164,0,0,6168,6168,0.860971524,0.860971524
28052,Number of people in main home had COVID-19,7164,7164,1,1,561,561,0.078308208,0.078308208
28052,Number of people in main home had COVID-19,7164,7164,2,2,103,103,0.014377443,0.014377443
28052,Number of people in main home had COVID-19,7164,7164,3,3,41,41,0.00572306,0.00572306
28052,Number of people in main home had COVID-19,7164,7164,4,4,13,13,0.001814629,0.001814629
28053,Number of people in main home tested positive for COVID-19,725,725,-1,Do not know,21,21,0.028965517,0.028965517
28053,Number of people in main home tested positive for COVID-19,725,725,0,0,466,466,0.642758621,0.642758621
28053,Number of people in main home tested positive for COVID-19,725,725,1,1,208,208,0.286896552,0.286896552
28053,Number of people in main home tested positive for COVID-19,725,725,2,2,19,19,0.026206897,0.026206897
28053,Number of people in main home tested positive for COVID-19,725,725,3,3,6,6,0.008275862,0.008275862
28054,Care or support provided to people with COVID-19,263,238,-7,None of the above,113,113,0.429657795,0.474789916
28054,Care or support provided to people with COVID-19,263,238,1,"Assisting with personal care activities (e.g., dressing, eating, walking, taking medications)",29,29,0.11026616,0.121848739
28054,Care or support provided to people with COVID-19,263,238,2,"Providing other support (e.g., preparing meals, grocery shopping, using the telephone, collecting medication, managing money)",120,120,0.456273764,0.504201681
28055,Time spent per day within 1 metre of people with COVID-19,238,238,1,Less than 10 minutes,69,69,0.289915966,0.289915966
28055,Time spent per day within 1 metre of people with COVID-19,238,238,2,10 to 29 minutes,20,20,0.084033613,0.084033613
28055,Time spent per day within 1 metre of people with COVID-19,238,238,3,30 to 59 minutes,11,11,0.046218487,0.046218487
28055,Time spent per day within 1 metre of people with COVID-19,238,238,4,1 to 2 hours,21,21,0.088235294,0.088235294
28055,Time spent per day within 1 metre of people with COVID-19,238,238,5,More than 2 hours,113,113,0.474789916,0.474789916
28056,Qualifications,18777,9638,-3,Prefer not to answer,74,74,0.003940992,0.007677941
28056,Qualifications,18777,9638,-7,None of the above,708,708,0.037705704,0.073459224
28056,Qualifications,18777,9638,1,College or University degree,5159,5159,0.274751025,0.535277028
28056,Qualifications,18777,9638,2,A levels/AS levels or equivalent,3204,3204,0.170634287,0.332434115
28056,Qualifications,18777,9638,3,O levels/GCSEs or equivalent,4194,4194,0.223358364,0.435152521
28056,Qualifications,18777,9638,4,CSEs or equivalent,1065,1065,0.056718326,0.110500104
28056,Qualifications,18777,9638,5,NVQ or HND or HNC or equivalent,1566,1566,0.083399904,0.162481843
28056,Qualifications,18777,9638,6,"Other professional qualifications eg: nursing, teaching",2807,2807,0.149491399,0.291242996
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,-3,Prefer not to answer,10,10,0.00103756,0.00103756
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,1,Employed/Self-employed and working with others at a workplace,1295,1295,0.134363976,0.134363976
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,10,None of the above,177,177,0.018364806,0.018364806
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,2,Employed/Self-employed and working alone at a workplace,236,236,0.024486408,0.024486408
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,3,Employed/Self-employed and working from home,1927,1927,0.199937746,0.199937746
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,4,Retired,5250,5250,0.544718821,0.544718821
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,5,Looking after home and/or family,233,233,0.02417514,0.02417514
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,6,Unable to work because of sickness or disability,160,160,0.016600955,0.016600955
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,7,Unemployed,115,115,0.011931936,0.011931936
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,8,Doing unpaid or voluntary work,207,207,0.021477485,0.021477485
28057,Employment situation between mid-March and the end of June 2020 (i.e the first UK lockdown),9638,9638,9,Full or part-time student,28,28,0.002905167,0.002905167
28058,Employment situation changed since the end of June 2020,9638,9638,-3,Prefer not to answer,63,63,0.006536626,0.006536626
28058,Employment situation changed since the end of June 2020,9638,9638,0,No,8693,8693,0.901950612,0.901950612
28058,Employment situation changed since the end of June 2020,9638,9638,1,Yes,882,882,0.091512762,0.091512762
28059,Employment situation between the start of July and mid-September,882,882,1,Employed/Self-employed and working with others at a workplace,335,335,0.379818594,0.379818594
28059,Employment situation between the start of July and mid-September,882,882,10,None of the above,58,58,0.065759637,0.065759637
28059,Employment situation between the start of July and mid-September,882,882,2,Employed/Self-employed and working alone at a workplace,51,51,0.057823129,0.057823129
28059,Employment situation between the start of July and mid-September,882,882,3,Employed/Self-employed and working from home,179,179,0.202947846,0.202947846
28059,Employment situation between the start of July and mid-September,882,882,4,Retired,108,108,0.12244898,0.12244898
28059,Employment situation between the start of July and mid-September,882,882,5,Looking after home and/or family,22,22,0.024943311,0.024943311
28059,Employment situation between the start of July and mid-September,882,882,6,Unable to work because of sickness or disability,17,17,0.019274376,0.019274376
28059,Employment situation between the start of July and mid-September,882,882,7,Unemployed,68,68,0.077097506,0.077097506
28059,Employment situation between the start of July and mid-September,882,882,8,Doing unpaid or voluntary work,40,40,0.045351474,0.045351474
28060,Employment situation between mid-September and the end of October,882,882,1,Employed/Self-employed and working with others at a workplace,367,367,0.416099773,0.416099773
28060,Employment situation between mid-September and the end of October,882,882,10,None of the above,37,37,0.041950113,0.041950113
28060,Employment situation between mid-September and the end of October,882,882,2,Employed/Self-employed and working alone at a workplace,44,44,0.049886621,0.049886621
28060,Employment situation between mid-September and the end of October,882,882,3,Employed/Self-employed and working from home,147,147,0.166666667,0.166666667
28060,Employment situation between mid-September and the end of October,882,882,4,Retired,136,136,0.154195011,0.154195011
28060,Employment situation between mid-September and the end of October,882,882,5,Looking after home and/or family,18,18,0.020408163,0.020408163
28060,Employment situation between mid-September and the end of October,882,882,6,Unable to work because of sickness or disability,17,17,0.019274376,0.019274376
28060,Employment situation between mid-September and the end of October,882,882,7,Unemployed,73,73,0.08276644,0.08276644
28060,Employment situation between mid-September and the end of October,882,882,8,Doing unpaid or voluntary work,39,39,0.044217687,0.044217687
28061,Employment situation between the start of November and the start of December,882,882,1,Employed/Self-employed and working with others at a workplace,322,322,0.365079365,0.365079365
28061,Employment situation between the start of November and the start of December,882,882,10,None of the above,38,38,0.0430839,0.0430839
28061,Employment situation between the start of November and the start of December,882,882,2,Employed/Self-employed and working alone at a workplace,49,49,0.055555556,0.055555556
28061,Employment situation between the start of November and the start of December,882,882,3,Employed/Self-employed and working from home,157,157,0.178004535,0.178004535
28061,Employment situation between the start of November and the start of December,882,882,4,Retired,153,153,0.173469388,0.173469388
28061,Employment situation between the start of November and the start of December,882,882,5,Looking after home and/or family,19,19,0.02154195,0.02154195
28061,Employment situation between the start of November and the start of December,882,882,6,Unable to work because of sickness or disability,18,18,0.020408163,0.020408163
28061,Employment situation between the start of November and the start of December,882,882,7,Unemployed,88,88,0.099773243,0.099773243
28061,Employment situation between the start of November and the start of December,882,882,8,Doing unpaid or voluntary work,35,35,0.03968254,0.03968254
28062,Designated key worker between 1st March 2020 and 30th November 2020,9638,9638,-2,Not applicable,697,697,0.072317908,0.072317908
28062,Designated key worker between 1st March 2020 and 30th November 2020,9638,9638,-3,Prefer not to answer,20,20,0.002075119,0.002075119
28062,Designated key worker between 1st March 2020 and 30th November 2020,9638,9638,0,No,7475,7475,0.775575846,0.775575846
28062,Designated key worker between 1st March 2020 and 30th November 2020,9638,9638,1,Yes,1446,1446,0.150031127,0.150031127
28063,Keyworker occupation group,1446,1446,-3,Prefer not to answer,30,30,0.020746888,0.020746888
28063,Keyworker occupation group,1446,1446,1,NHS and social care,528,528,0.365145228,0.365145228
28063,Keyworker occupation group,1446,1446,2,"Education and childcare (including supporting and teaching staff, social workers and specialist education specialists)",201,201,0.139004149,0.139004149
28063,Keyworker occupation group,1446,1446,3,"Key public services (justice, religious staff, journalist, and environmental staff or mortuary)",134,134,0.092669433,0.092669433
28063,Keyworker occupation group,1446,1446,4,Local and national government (delivering COVID-19 response or delivering essential public services),139,139,0.096127248,0.096127248
28063,Keyworker occupation group,1446,1446,5,"Food and other necessary goods (production, sales, delivery)",171,171,0.118257261,0.118257261
28063,Keyworker occupation group,1446,1446,6,"Public safety or national security worker (police, armed forces, fire and rescue)",53,53,0.036652835,0.036652835
28063,Keyworker occupation group,1446,1446,7,"Transport worker (air, water, road and rail)",92,92,0.06362379,0.06362379
28063,Keyworker occupation group,1446,1446,8,"Utility worker (energy, sewerage, postal service)",33,33,0.022821577,0.022821577
28063,Keyworker occupation group,1446,1446,9,"Utilities, communication and financial services",65,65,0.044951591,0.044951591
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9638,9638,-2,Not applicable,1341,1341,0.13913675,0.13913675
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9638,9638,-3,Prefer not to answer,22,22,0.002282631,0.002282631
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9638,9638,0,No,6658,6658,0.690807221,0.690807221
28064,In close contact with public or co-workers between 1st March 2020 and 30th November 2020 as part of job,9638,9638,1,Yes,1617,1617,0.167773397,0.167773397
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,331,331,0.314638783,0.314638783
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,258,258,0.245247148,0.245247148
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,49,49,0.046577947,0.046577947
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,189,189,0.179657795,0.179657795
28065,How often cloth face coverings used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,225,225,0.213878327,0.213878327
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,362,362,0.344106464,0.344106464
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,204,204,0.19391635,0.19391635
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,51,51,0.048479087,0.048479087
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,186,186,0.176806084,0.176806084
28066,How often medical face masks used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,247,247,0.234790875,0.234790875
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,957,957,0.909695817,0.909695817
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,70,70,0.066539924,0.066539924
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,8,8,0.007604563,0.007604563
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,10,10,0.009505703,0.009505703
28067,How often respirators used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,5,5,0.004752852,0.004752852
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,661,661,0.628326996,0.628326996
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,239,239,0.227186312,0.227186312
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,27,27,0.025665399,0.025665399
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,69,69,0.065589354,0.065589354
28068,How often eye protection used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,54,54,0.051330798,0.051330798
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,423,423,0.402091255,0.402091255
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,308,308,0.292775665,0.292775665
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,42,42,0.039923954,0.039923954
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,144,144,0.136882129,0.136882129
28069,How often disposable medical gloves used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,134,134,0.127376426,0.127376426
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,807,807,0.767110266,0.767110266
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,118,118,0.1121673,0.1121673
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,12,12,0.011406844,0.011406844
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,60,60,0.057034221,0.057034221
28070,How often disposable gowns/one-piece overalls used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,54,54,0.051330798,0.051330798
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,17,17,0.016159696,0.016159696
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,180,180,0.171102662,0.171102662
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,48,48,0.045627376,0.045627376
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,302,302,0.287072243,0.287072243
28071,How often alcohol-based hand sanitiser used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,504,504,0.479087452,0.479087452
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1052,1052,1,Never,14,14,0.013307985,0.013307985
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1052,1052,2,Some of the time,146,146,0.13878327,0.13878327
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1052,1052,3,Half of the time,35,35,0.033269962,0.033269962
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1052,1052,4,Most of the time,292,292,0.27756654,0.27756654
28072,How often soap and water used at work between 1st March 2020 and 30th November 2020,1052,1052,5,All of the time,565,565,0.537072243,0.537072243
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,-3,Prefer not to answer,17,17,0.001763851,0.001763851
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,1,Never,2548,2548,0.264370201,0.264370201
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,2,Less than once a week,4162,4162,0.43183233,0.43183233
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,3,1 to 2 days per week,2145,2145,0.222556547,0.222556547
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,4,3 to 4 days per week,528,528,0.05478315,0.05478315
28073,Days per week meeting friends and family at an outside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,5,5 or more days per week,238,238,0.02469392,0.02469392
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9638,9638,-3,Prefer not to answer,14,14,0.001452584,0.001452584
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9638,9638,1,Never,1036,1036,0.107491181,0.107491181
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9638,9638,2,Less than once a week,4116,4116,0.427059556,0.427059556
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9638,9638,3,1 to 2 days per week,3227,3227,0.334820502,0.334820502
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9638,9638,4,3 to 4 days per week,929,929,0.096389292,0.096389292
28074,Days per week meeting friends and family at an outside venue between the start of July and mid-September,9638,9638,5,5 or more days per week,316,316,0.032786885,0.032786885
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9638,9638,-3,Prefer not to answer,23,23,0.002386387,0.002386387
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9638,9638,1,Never,1760,1760,0.1826105,0.1826105
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9638,9638,2,Less than once a week,4350,4350,0.451338452,0.451338452
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9638,9638,3,1 to 2 days per week,2606,2606,0.270388047,0.270388047
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9638,9638,4,3 to 4 days per week,667,667,0.069205229,0.069205229
28075,Days per week meeting friends and family at an outside venue between mid-September and the end of October,9638,9638,5,5 or more days per week,232,232,0.024071384,0.024071384
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9638,9638,-3,Prefer not to answer,19,19,0.001971363,0.001971363
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9638,9638,1,Never,3399,3399,0.352666528,0.352666528
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9638,9638,2,Less than once a week,3897,3897,0.404336999,0.404336999
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9638,9638,3,1 to 2 days per week,1771,1771,0.183751816,0.183751816
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9638,9638,4,3 to 4 days per week,402,402,0.041709898,0.041709898
28076,Days per week meeting friends and family at an outside venue between the start of November and the start of December,9638,9638,5,5 or more days per week,150,150,0.015563395,0.015563395
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,-3,Prefer not to answer,20,20,0.002075119,0.002075119
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,1,Never,5700,5700,0.591409006,0.591409006
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,2,Less than once a week,2786,2786,0.289064121,0.289064121
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,3,1 to 2 days per week,869,869,0.090163934,0.090163934
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,4,3 to 4 days per week,160,160,0.016600955,0.016600955
28077,Days per week meeting friends and family at an inside venue between mid-March and the end of June (i.e the first UK lockdown),9638,9638,5,5 or more days per week,103,103,0.010686864,0.010686864
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9638,9638,-3,Prefer not to answer,20,20,0.002075119,0.002075119
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9638,9638,1,Never,2921,2921,0.303071177,0.303071177
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9638,9638,2,Less than once a week,4350,4350,0.451338452,0.451338452
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9638,9638,3,1 to 2 days per week,1814,1814,0.188213322,0.188213322
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9638,9638,4,3 to 4 days per week,357,357,0.03704088,0.03704088
28078,Days per week meeting friends and family at an inside venue between the start of July and mid-September,9638,9638,5,5 or more days per week,176,176,0.01826105,0.01826105
