question_id,question,q_ev,q_pt,answer_id,answer,a_ev,a_pt,ev_prop,pt_prop
28030,Self-reported date symptoms first experienced,9366,5460,12/28/2019,NA,28,27,0.002989537,0.004945055
28030,Self-reported date symptoms first experienced,9366,5460,12/29/2019,NA,13,13,0.001387999,0.002380952
28030,Self-reported date symptoms first experienced,9366,5460,12/30/2019,NA,20,20,0.002135383,0.003663004
28030,Self-reported date symptoms first experienced,9366,5460,12/31/2019,NA,27,23,0.002882767,0.004212454
28030,Self-reported date symptoms first experienced,9366,5460,1/1/2020,NA,115,106,0.012278454,0.019413919
28030,Self-reported date symptoms first experienced,9366,5460,1/2/2020,NA,18,17,0.001921845,0.003113553
28030,Self-reported date symptoms first experienced,9366,5460,1/3/2020,NA,25,23,0.002669229,0.004212454
28030,Self-reported date symptoms first experienced,9366,5460,1/4/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,1/5/2020,NA,21,21,0.002242152,0.003846154
28030,Self-reported date symptoms first experienced,9366,5460,1/6/2020,NA,26,24,0.002775998,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,1/7/2020,NA,10,10,0.001067692,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,1/8/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,1/9/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,1/10/2020,NA,63,61,0.006726457,0.011172161
28030,Self-reported date symptoms first experienced,9366,5460,1/11/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,1/12/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,1/13/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,1/14/2020,NA,14,14,0.001494768,0.002564103
28030,Self-reported date symptoms first experienced,9366,5460,1/15/2020,NA,226,215,0.024129831,0.039377289
28030,Self-reported date symptoms first experienced,9366,5460,1/16/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,1/17/2020,NA,14,10,0.001494768,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,1/18/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,1/19/2020,NA,8,6,8.54E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,1/20/2020,NA,42,35,0.004484305,0.006410256
28030,Self-reported date symptoms first experienced,9366,5460,1/21/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,1/22/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,1/23/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,1/24/2020,NA,10,10,0.001067692,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,1/25/2020,NA,18,15,0.001921845,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,1/26/2020,NA,9,6,9.61E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,1/27/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,1/28/2020,NA,20,16,0.002135383,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,1/29/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,1/30/2020,NA,18,18,0.001921845,0.003296703
28030,Self-reported date symptoms first experienced,9366,5460,1/31/2020,NA,50,49,0.005338458,0.008974359
28030,Self-reported date symptoms first experienced,9366,5460,2/1/2020,NA,117,111,0.012491992,0.02032967
28030,Self-reported date symptoms first experienced,9366,5460,2/2/2020,NA,23,22,0.002455691,0.004029304
28030,Self-reported date symptoms first experienced,9366,5460,2/3/2020,NA,26,24,0.002775998,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,2/4/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,2/5/2020,NA,20,19,0.002135383,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,2/6/2020,NA,20,17,0.002135383,0.003113553
28030,Self-reported date symptoms first experienced,9366,5460,2/7/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,2/8/2020,NA,24,16,0.00256246,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,2/9/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,2/10/2020,NA,47,46,0.005018151,0.008424908
28030,Self-reported date symptoms first experienced,9366,5460,2/12/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,2/13/2020,NA,14,14,0.001494768,0.002564103
28030,Self-reported date symptoms first experienced,9366,5460,2/14/2020,NA,25,24,0.002669229,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,2/15/2020,NA,187,170,0.019965834,0.031135531
28030,Self-reported date symptoms first experienced,9366,5460,2/16/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,2/17/2020,NA,26,23,0.002775998,0.004212454
28030,Self-reported date symptoms first experienced,9366,5460,2/18/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,2/19/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,2/20/2020,NA,36,36,0.00384369,0.006593407
28030,Self-reported date symptoms first experienced,9366,5460,2/21/2020,NA,17,15,0.001815076,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,2/22/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,2/23/2020,NA,10,10,0.001067692,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,2/24/2020,NA,22,19,0.002348922,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,2/25/2020,NA,21,19,0.002242152,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,2/26/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,2/27/2020,NA,18,17,0.001921845,0.003113553
28030,Self-reported date symptoms first experienced,9366,5460,2/28/2020,NA,40,34,0.004270767,0.006227106
28030,Self-reported date symptoms first experienced,9366,5460,2/29/2020,NA,27,27,0.002882767,0.004945055
28030,Self-reported date symptoms first experienced,9366,5460,3/1/2020,NA,157,142,0.016762759,0.026007326
28030,Self-reported date symptoms first experienced,9366,5460,3/2/2020,NA,26,26,0.002775998,0.004761905
28030,Self-reported date symptoms first experienced,9366,5460,3/3/2020,NA,30,28,0.003203075,0.005128205
28030,Self-reported date symptoms first experienced,9366,5460,3/4/2020,NA,17,17,0.001815076,0.003113553
28030,Self-reported date symptoms first experienced,9366,5460,3/5/2020,NA,25,25,0.002669229,0.004578755
28030,Self-reported date symptoms first experienced,9366,5460,3/6/2020,NA,29,25,0.003096306,0.004578755
28030,Self-reported date symptoms first experienced,9366,5460,3/7/2020,NA,40,34,0.004270767,0.006227106
28030,Self-reported date symptoms first experienced,9366,5460,3/8/2020,NA,29,24,0.003096306,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,3/9/2020,NA,39,37,0.004163997,0.006776557
28030,Self-reported date symptoms first experienced,9366,5460,3/10/2020,NA,62,61,0.006619688,0.011172161
28030,Self-reported date symptoms first experienced,9366,5460,3/11/2020,NA,31,30,0.003309844,0.005494505
28030,Self-reported date symptoms first experienced,9366,5460,3/12/2020,NA,49,49,0.005231689,0.008974359
28030,Self-reported date symptoms first experienced,9366,5460,3/13/2020,NA,37,33,0.003950459,0.006043956
28030,Self-reported date symptoms first experienced,9366,5460,3/14/2020,NA,50,49,0.005338458,0.008974359
28030,Self-reported date symptoms first experienced,9366,5460,3/15/2020,NA,274,256,0.029254751,0.046886447
28030,Self-reported date symptoms first experienced,9366,5460,3/16/2020,NA,63,60,0.006726457,0.010989011
28030,Self-reported date symptoms first experienced,9366,5460,3/17/2020,NA,61,53,0.006512919,0.00970696
28030,Self-reported date symptoms first experienced,9366,5460,3/18/2020,NA,55,50,0.005872304,0.009157509
28030,Self-reported date symptoms first experienced,9366,5460,3/19/2020,NA,33,28,0.003523382,0.005128205
28030,Self-reported date symptoms first experienced,9366,5460,3/20/2020,NA,91,88,0.009715994,0.016117216
28030,Self-reported date symptoms first experienced,9366,5460,3/21/2020,NA,33,29,0.003523382,0.005311355
28030,Self-reported date symptoms first experienced,9366,5460,3/22/2020,NA,40,28,0.004270767,0.005128205
28030,Self-reported date symptoms first experienced,9366,5460,3/23/2020,NA,62,55,0.006619688,0.01007326
28030,Self-reported date symptoms first experienced,9366,5460,3/24/2020,NA,23,23,0.002455691,0.004212454
28030,Self-reported date symptoms first experienced,9366,5460,3/25/2020,NA,46,46,0.004911382,0.008424908
28030,Self-reported date symptoms first experienced,9366,5460,3/26/2020,NA,21,19,0.002242152,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,3/27/2020,NA,23,22,0.002455691,0.004029304
28030,Self-reported date symptoms first experienced,9366,5460,3/28/2020,NA,35,25,0.003736921,0.004578755
28030,Self-reported date symptoms first experienced,9366,5460,3/29/2020,NA,12,12,0.00128123,0.002197802
28030,Self-reported date symptoms first experienced,9366,5460,3/30/2020,NA,31,30,0.003309844,0.005494505
28030,Self-reported date symptoms first experienced,9366,5460,3/31/2020,NA,41,41,0.004377536,0.007509158
28030,Self-reported date symptoms first experienced,9366,5460,4/1/2020,NA,111,102,0.011851377,0.018681319
28030,Self-reported date symptoms first experienced,9366,5460,4/2/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,4/3/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,4/4/2020,NA,19,18,0.002028614,0.003296703
28030,Self-reported date symptoms first experienced,9366,5460,4/5/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,4/6/2020,NA,21,21,0.002242152,0.003846154
28030,Self-reported date symptoms first experienced,9366,5460,4/7/2020,NA,12,12,0.00128123,0.002197802
28030,Self-reported date symptoms first experienced,9366,5460,4/8/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,4/9/2020,NA,8,5,8.54E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,4/10/2020,NA,33,31,0.003523382,0.005677656
28030,Self-reported date symptoms first experienced,9366,5460,4/12/2020,NA,10,7,0.001067692,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,4/13/2020,NA,9,8,9.61E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,4/14/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,4/15/2020,NA,126,110,0.013452915,0.02014652
28030,Self-reported date symptoms first experienced,9366,5460,4/16/2020,NA,10,5,0.001067692,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,4/19/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,4/20/2020,NA,32,27,0.003416613,0.004945055
28030,Self-reported date symptoms first experienced,9366,5460,4/22/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,4/23/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,4/24/2020,NA,9,7,9.61E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,4/25/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,4/27/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,4/28/2020,NA,6,6,6.41E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,4/29/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,4/30/2020,NA,10,10,0.001067692,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,5/1/2020,NA,51,51,0.005445227,0.009340659
28030,Self-reported date symptoms first experienced,9366,5460,5/2/2020,NA,6,6,6.41E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,5/3/2020,NA,10,9,0.001067692,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,5/4/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,5/5/2020,NA,19,19,0.002028614,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,5/6/2020,NA,7,6,7.47E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,5/7/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,5/8/2020,NA,6,6,6.41E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,5/10/2020,NA,23,22,0.002455691,0.004029304
28030,Self-reported date symptoms first experienced,9366,5460,5/11/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,5/12/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,5/13/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,5/14/2020,NA,10,10,0.001067692,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,5/15/2020,NA,76,70,0.008114457,0.012820513
28030,Self-reported date symptoms first experienced,9366,5460,5/18/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,5/19/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,5/20/2020,NA,24,24,0.00256246,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,5/21/2020,NA,5,5,5.34E-04,9.16E-04
28030,Self-reported date symptoms first experienced,9366,5460,5/23/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,5/24/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,5/25/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,5/26/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,5/27/2020,NA,10,10,0.001067692,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,5/28/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,5/29/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,5/30/2020,NA,7,7,7.47E-04,0.001282051
28030,Self-reported date symptoms first experienced,9366,5460,5/31/2020,NA,6,6,6.41E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,6/1/2020,NA,58,57,0.006192612,0.01043956
28030,Self-reported date symptoms first experienced,9366,5460,6/2/2020,NA,11,10,0.001174461,0.001831502
28030,Self-reported date symptoms first experienced,9366,5460,6/3/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,6/4/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,6/5/2020,NA,6,6,6.41E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,6/6/2020,NA,14,14,0.001494768,0.002564103
28030,Self-reported date symptoms first experienced,9366,5460,6/7/2020,NA,11,11,0.001174461,0.002014652
28030,Self-reported date symptoms first experienced,9366,5460,6/8/2020,NA,14,14,0.001494768,0.002564103
28030,Self-reported date symptoms first experienced,9366,5460,6/9/2020,NA,6,6,6.41E-04,0.001098901
28030,Self-reported date symptoms first experienced,9366,5460,6/10/2020,NA,26,26,0.002775998,0.004761905
28030,Self-reported date symptoms first experienced,9366,5460,6/12/2020,NA,14,13,0.001494768,0.002380952
28030,Self-reported date symptoms first experienced,9366,5460,6/13/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,6/14/2020,NA,24,23,0.00256246,0.004212454
28030,Self-reported date symptoms first experienced,9366,5460,6/15/2020,NA,66,63,0.007046765,0.011538462
28030,Self-reported date symptoms first experienced,9366,5460,6/16/2020,NA,20,20,0.002135383,0.003663004
28030,Self-reported date symptoms first experienced,9366,5460,6/17/2020,NA,8,8,8.54E-04,0.001465201
28030,Self-reported date symptoms first experienced,9366,5460,6/18/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,6/19/2020,NA,9,9,9.61E-04,0.001648352
28030,Self-reported date symptoms first experienced,9366,5460,6/20/2020,NA,29,28,0.003096306,0.005128205
28030,Self-reported date symptoms first experienced,9366,5460,6/21/2020,NA,13,13,0.001387999,0.002380952
28030,Self-reported date symptoms first experienced,9366,5460,6/22/2020,NA,19,19,0.002028614,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,6/23/2020,NA,14,14,0.001494768,0.002564103
28030,Self-reported date symptoms first experienced,9366,5460,6/24/2020,NA,18,17,0.001921845,0.003113553
28030,Self-reported date symptoms first experienced,9366,5460,6/25/2020,NA,24,24,0.00256246,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,6/26/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,6/27/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,6/28/2020,NA,27,27,0.002882767,0.004945055
28030,Self-reported date symptoms first experienced,9366,5460,6/29/2020,NA,24,24,0.00256246,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,6/30/2020,NA,58,56,0.006192612,0.01025641
28030,Self-reported date symptoms first experienced,9366,5460,7/1/2020,NA,147,144,0.015695067,0.026373626
28030,Self-reported date symptoms first experienced,9366,5460,7/2/2020,NA,29,29,0.003096306,0.005311355
28030,Self-reported date symptoms first experienced,9366,5460,7/3/2020,NA,44,43,0.004697843,0.007875458
28030,Self-reported date symptoms first experienced,9366,5460,7/4/2020,NA,30,30,0.003203075,0.005494505
28030,Self-reported date symptoms first experienced,9366,5460,7/5/2020,NA,46,46,0.004911382,0.008424908
28030,Self-reported date symptoms first experienced,9366,5460,7/6/2020,NA,43,43,0.004591074,0.007875458
28030,Self-reported date symptoms first experienced,9366,5460,7/7/2020,NA,32,31,0.003416613,0.005677656
28030,Self-reported date symptoms first experienced,9366,5460,7/8/2020,NA,21,21,0.002242152,0.003846154
28030,Self-reported date symptoms first experienced,9366,5460,7/9/2020,NA,22,22,0.002348922,0.004029304
28030,Self-reported date symptoms first experienced,9366,5460,7/10/2020,NA,57,57,0.006085842,0.01043956
28030,Self-reported date symptoms first experienced,9366,5460,7/11/2020,NA,23,23,0.002455691,0.004212454
28030,Self-reported date symptoms first experienced,9366,5460,7/12/2020,NA,27,27,0.002882767,0.004945055
28030,Self-reported date symptoms first experienced,9366,5460,7/13/2020,NA,29,29,0.003096306,0.005311355
28030,Self-reported date symptoms first experienced,9366,5460,7/14/2020,NA,26,26,0.002775998,0.004761905
28030,Self-reported date symptoms first experienced,9366,5460,7/15/2020,NA,67,67,0.007153534,0.012271062
28030,Self-reported date symptoms first experienced,9366,5460,7/16/2020,NA,23,22,0.002455691,0.004029304
28030,Self-reported date symptoms first experienced,9366,5460,7/17/2020,NA,26,26,0.002775998,0.004761905
28030,Self-reported date symptoms first experienced,9366,5460,7/18/2020,NA,15,15,0.001601537,0.002747253
28030,Self-reported date symptoms first experienced,9366,5460,7/19/2020,NA,19,19,0.002028614,0.003479853
28030,Self-reported date symptoms first experienced,9366,5460,7/20/2020,NA,68,66,0.007260303,0.012087912
28030,Self-reported date symptoms first experienced,9366,5460,7/21/2020,NA,26,26,0.002775998,0.004761905
28030,Self-reported date symptoms first experienced,9366,5460,7/22/2020,NA,21,21,0.002242152,0.003846154
28030,Self-reported date symptoms first experienced,9366,5460,7/23/2020,NA,30,30,0.003203075,0.005494505
28030,Self-reported date symptoms first experienced,9366,5460,7/24/2020,NA,16,16,0.001708307,0.002930403
28030,Self-reported date symptoms first experienced,9366,5460,7/25/2020,NA,31,31,0.003309844,0.005677656
28030,Self-reported date symptoms first experienced,9366,5460,7/26/2020,NA,20,20,0.002135383,0.003663004
28030,Self-reported date symptoms first experienced,9366,5460,7/27/2020,NA,31,31,0.003309844,0.005677656
28030,Self-reported date symptoms first experienced,9366,5460,7/28/2020,NA,30,30,0.003203075,0.005494505
28030,Self-reported date symptoms first experienced,9366,5460,7/29/2020,NA,32,32,0.003416613,0.005860806
28030,Self-reported date symptoms first experienced,9366,5460,7/30/2020,NA,22,22,0.002348922,0.004029304
28030,Self-reported date symptoms first experienced,9366,5460,7/31/2020,NA,24,24,0.00256246,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,8/1/2020,NA,92,90,0.009822763,0.016483516
28030,Self-reported date symptoms first experienced,9366,5460,8/2/2020,NA,17,17,0.001815076,0.003113553
28030,Self-reported date symptoms first experienced,9366,5460,8/3/2020,NA,48,47,0.00512492,0.008608059
28030,Self-reported date symptoms first experienced,9366,5460,8/4/2020,NA,24,24,0.00256246,0.004395604
28030,Self-reported date symptoms first experienced,9366,5460,8/5/2020,NA,30,30,0.003203075,0.005494505
