question_concept_id,responce_concpet_id,Question,Response removed due to invalid value,q_cnt,a_cnt,ev_prop,q_pt,a_pt,pt_prop,ev_lower_confidence_interval,ev_upper_confidence_interval,pt_lower_confidence_interval,pt_upper_confidence_interval
1333301,1333148,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",None of the days (0 days),264664,125284,0.473370009,99713,64737,0.6492333,0.471467819,0.475272199,0.646271322,0.652195278
1332748,1333306,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",Most days (3-4 days),264664,111925,0.422894689,99713,60170,0.603431849,0.421012582,0.424776796,0.600395545,0.606468153
1333104,1332789,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Making time to relax,918790,104600,0.113845384,99713,55170,0.553287936,0.113195924,0.114494844,0.55020218,0.556373692
1333102,45876949,"In the past month, have recommendations for socially distancing caused stress for you?",A little,264664,97504,0.368406735,99713,54619,0.547762077,0.366568999,0.370244471,0.544672837,0.550851317
1333104,1333226,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Taking care of your body, such as taking deep breaths, stretching, or meditating",918790,106700,0.116130998,99713,53015,0.53167591,0.115475897,0.116786099,0.528578712,0.534773108
1333104,1333130,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Connecting with others, including talking with people you trust about your concerns and how you are feeling",918790,95716,0.104176145,99713,50440,0.505851795,0.103551497,0.104800793,0.502748576,0.508955014
1333300,1333232,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Most of the time; I try my best,264664,82835,0.312981743,99713,45135,0.452649103,0.311215118,0.314748368,0.449559619,0.455738587
1332748,1332864,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",A few days (1-2 days),264664,68549,0.259003869,99713,44735,0.44863759,0.257334848,0.26067289,0.445550576,0.451724604
1333294,903096,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",PMI: Skip,281888,46340,0.164391531,99713,43174,0.43298266,0.163023327,0.165759735,0.429907232,0.436058088
1333291,1333170,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.","None of the above (if selected, no other response options are available",362991,87556,0.241207082,99713,43033,0.431568602,0.239815346,0.242598818,0.428494373,0.434642831
1333102,45883172,"In the past month, have recommendations for socially distancing caused stress for you?",Not at all,264664,80161,0.302878367,99713,42809,0.429322155,0.301127758,0.304628976,0.426249885,0.432394425
1333104,1333142,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Increasing watching, reading, or listening to news stories, including social media",918790,71455,0.077770764,99713,42609,0.427316398,0.077223159,0.078318369,0.424245932,0.430386864
1333102,45876385,"In the past month, have recommendations for socially distancing caused stress for you?",Somewhat,264664,64784,0.244778285,99713,40655,0.407720157,0.243140246,0.246416324,0.404670038,0.410770276
1333291,1333242,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked remotely or from home more than you used to before COVID-19,362991,84453,0.232658661,99713,38252,0.383620992,0.231284131,0.234033191,0.380602797,0.386639187
1333301,45881677,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Every day,264664,72040,0.272194178,99713,36081,0.361848505,0.270498483,0.273889873,0.358865888,0.364831122
1332847,1333126,"In the past month, have the following behaviors increased in your household? Select all that apply.",Interpersonal conflict with family members or loved ones,303115,50640,0.167065305,99713,31149,0.312386549,0.165737321,0.168393289,0.309509876,0.315263222
1332847,903096,"In the past month, have the following behaviors increased in your household? Select all that apply.",PMI: Skip,303115,31447,0.103746103,99713,30675,0.307632906,0.102660563,0.104831643,0.304768353,0.310497459
1332748,45881677,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",Every day,264664,47196,0.178324215,99713,30588,0.306760402,0.176865884,0.179782546,0.303898113,0.309622691
1333301,1332864,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",A few days (1-2 days),264664,44967,0.169902216,99713,30328,0.304152919,0.168471463,0.171332969,0.301297465,0.307008373
1332847,1333240,"In the past month, have the following behaviors increased in your household? Select all that apply.",Snapping at or yelling at family members,303115,51041,0.168388235,99713,29937,0.300231665,0.167056062,0.169720408,0.297386696,0.303076634
1333104,1333144,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating more food than usual,918790,47764,0.051985764,99713,29894,0.299800427,0.051531833,0.052439695,0.296956626,0.302644228
1333119,1333239,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",Somewhat less than normal,264664,44590,0.168477768,99713,29429,0.295137043,0.167051803,0.169903733,0.292306066,0.29796802
1333104,1333143,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating high fat or sugary foods,918790,46853,0.050994242,99713,28254,0.283353224,0.050544426,0.051444058,0.280556247,0.286150201
1332763,1333320,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.","Yes, known COVID-19",270360,41285,0.152703802,99713,26679,0.267557891,0.151347928,0.154059676,0.264810201,0.270305581
1333291,903096,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",PMI: Skip,362991,36559,0.100715996,99713,24997,0.250689479,0.099736962,0.10169503,0.247999362,0.253379596
1332748,1333148,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",None of the days (0 days),264664,35295,0.133357767,99713,23448,0.235154895,0.132062588,0.134652946,0.232522592,0.237787198
1333104,1333199,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Contacting a healthcare provider,918790,33101,0.036026731,99713,22133,0.221967045,0.035645678,0.036407784,0.219387664,0.224546426
1333104,1332761,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Delaying medical care for conditions other than COVID-19,918790,28216,0.030709955,99713,19833,0.198900845,0.030357173,0.031062737,0.196423231,0.201378459
1333291,1333138,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked more hours than usual,362991,35580,0.098018959,99713,19682,0.197386499,0.097051675,0.098986243,0.194916003,0.199856995
1333104,1333030,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Drinking alcohol,918790,31980,0.034806648,99713,18635,0.186886364,0.034431866,0.03518143,0.184466803,0.189305925
1333156,45883144,Do you think you have had COVID-19?,Maybe,264664,27794,0.105016171,99713,17202,0.172515118,0.103848188,0.106184154,0.170169994,0.174860242
1333119,1333008,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",About the same as normal,264664,24501,0.092573981,99713,17031,0.170800197,0.091469773,0.093678189,0.168464341,0.173136053
1333291,1332771,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked reduced hours,362991,27556,0.075913728,99713,17028,0.17077011,0.075052106,0.07677535,0.168434418,0.173105802
1332763,1333304,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.","Yes, suspected COVID-19",270360,22354,0.082682349,99713,16402,0.164492092,0.08164424,0.083720458,0.162191074,0.16679311
1333291,1333150,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Income or pay has been reduced,362991,25140,0.069257915,99713,16029,0.160751356,0.068431973,0.070083857,0.158471566,0.163031146
1333102,45883539,"In the past month, have recommendations for socially distancing caused stress for you?",A lot,264664,19450,0.073489405,99713,14003,0.140433043,0.072495286,0.074483524,0.138276557,0.142589529
1332847,1333233,"In the past month, have the following behaviors increased in your household? Select all that apply.",Interpersonal conflict with friends or coworkers,303115,19100,0.063012388,99713,13411,0.134496004,0.062147372,0.063877404,0.132378319,0.136613689
1333301,1333306,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Most days (3-4 days),264664,15304,0.05782426,99713,12105,0.121398413,0.056935015,0.058713505,0.119371315,0.123425511
1333015,903096,"Not including yourself, how many other people live at home with you?",PMI: Skip,264664,14249,0.053838074,99713,11954,0.119884067,0.052978213,0.054697935,0.117867917,0.121900217
1333104,1333170,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","None of the above (if selected, no other response options are available",918790,14757,0.016061342,99713,10745,0.107759269,0.015804294,0.01631839,0.105834669,0.109683869
1333156,45877994,Do you think you have had COVID-19?,Yes,264664,16972,0.064126591,99713,10695,0.10725783,0.063193276,0.065059906,0.105337173,0.109178487
1333104,1333149,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Eating less food than usual,918790,13402,0.014586576,99713,9836,0.098643106,0.014341429,0.014831723,0.09679233,0.100493882
1333291,1333029,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",I became unemployed,362991,15959,0.043965277,99713,9590,0.096176025,0.043298329,0.044632225,0.09434604,0.09800601
1333291,1333123,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Worked with children at home with me,362991,16948,0.046689863,99713,9496,0.09523332,0.04600354,0.047376186,0.093411376,0.097055264
1333325,45877994,"In the past month, have you been sick for more than one day with a new illness related to COVID-19 or flu-like symptoms?",Yes,264664,10682,0.040360608,99713,9129,0.091552756,0.039610829,0.041110387,0.089762736,0.093342776
1333294,1333146,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay for food,281888,11376,0.040356454,99713,7581,0.076028201,0.039629978,0.04108293,0.074383114,0.077673288
1333104,1333122,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using cannabis or marijuana,918790,11759,0.012798354,99713,7065,0.070853349,0.012568517,0.013028191,0.069260794,0.072445904
1333294,1333223,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay rent,281888,10042,0.035624078,99713,6835,0.068546729,0.034939844,0.036308312,0.066978368,0.07011509
1333291,1333134,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had serious financial problems,362991,9918,0.027322991,99713,6809,0.068285981,0.026792658,0.027853324,0.066720386,0.069851576
1333300,45882528,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Sometimes,264664,8675,0.032777408,99713,6367,0.063853259,0.032099062,0.033455754,0.062335735,0.065370783
1333291,1332772,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Not paid at all,362991,8157,0.022471632,99713,6306,0.063241503,0.021989482,0.022953782,0.061730772,0.064752234
1333119,1333025,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",More than normal,264664,5599,0.021155125,99713,5188,0.052029324,0.020606892,0.021703358,0.050650865,0.053407783
1333294,1333145,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Not enough money to pay for gas,281888,6852,0.024307526,99713,4916,0.049301495,0.023739018,0.024876034,0.047957729,0.050645261
1333119,1332775,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",A lot more than normal,264664,5309,0.020059396,99713,4871,0.0488502,0.019525251,0.020593541,0.047512281,0.050188119
1333301,45876636,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",Don't know,264664,5370,0.020289877,99713,4703,0.047165365,0.019752735,0.020827019,0.045849557,0.048481173
1333294,1333141,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have enough money to pay for medications,281888,6651,0.023594477,99713,4563,0.045761335,0.023034165,0.024154789,0.044464305,0.047058365
1333104,903096,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",PMI: Skip,918790,4998,0.005439763,99713,4512,0.045249867,0.005289364,0.005590162,0.04395976,0.046539974
1333291,1333339,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Was not able to work due to COVID-19 related illness,362991,5374,0.014804775,99713,4387,0.043996269,0.014411893,0.015197657,0.042723323,0.045269215
1333291,1333136,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Had difficulty arranging for childcare,362991,7065,0.019463292,99713,4358,0.043705435,0.019013885,0.019912699,0.042436511,0.044974359
1333104,1333237,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.","Using prescription drugs (like valium, etc)",918790,5804,0.006317004,99713,4221,0.042331491,0.006155002,0.006479006,0.041081774,0.043581208
1333104,1332785,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Smoking more cigarettes or vaping more,918790,6994,0.007612186,99713,4177,0.041890225,0.007434466,0.007789906,0.040646752,0.043133698
1333104,1333338,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Using non-prescription drugs,918790,3293,0.003584062,99713,2721,0.027288317,0.003461869,0.003706255,0.026277081,0.028299553
1333102,903096,"In the past month, have recommendations for socially distancing caused stress for you?",PMI: Skip,264664,2765,0.010447209,99713,2628,0.026355641,0.010059844,0.010834574,0.02536136,0.027349922
1333104,1333009,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Over exercise,918790,3313,0.003605829,99713,2490,0.024971669,0.003483266,0.003728392,0.024003158,0.02594018
1333291,1333222,"In the past month, how has the COVID-19 outbreak affected you? Please select all that apply.",Incurred increased costs for childcare expenses,362991,2726,0.007509828,99713,1950,0.019556126,0.007228976,0.00779068,0.018696667,0.020415585
1333301,903096,"Thinking about your current social habits, in the last 5 days: I have been in close contact with someone who is in a risk group for COVID-19. This includes someone inside or outside of your household.",PMI: Skip,264664,1699,0.00641946,99713,1646,0.016507376,0.006115195,0.006723725,0.015716521,0.017298231
1332748,903096,"Thinking about your current social habits, in the last 5 days: I have stayed home all day (aside from time spent outdoors, but never closer than 6 feet from people who are not from my home).",PMI: Skip,264664,1699,0.00641946,99713,1644,0.016487319,0.006115195,0.006723725,0.015696937,0.017277701
1333325,903096,"In the past month, have you been sick for more than one day with a new illness related to COVID-19 or flu-like symptoms?",PMI: Skip,264664,1633,0.006170087,99713,1564,0.015685016,0.005871753,0.006468421,0.01491379,0.016456242
1333300,45876672,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",Rarely,264664,2183,0.008248194,99713,1555,0.015594757,0.007903621,0.008592767,0.014825718,0.016363796
1333119,903096,"Thinking about these activities in the last 5 days, my social interaction with people outside my home was.",PMI: Skip,264664,1579,0.005966055,99713,1536,0.01540421,0.005672665,0.006259445,0.01463981,0.01616861
1333300,903096,"Now, thinking about the COVID-19 recommendations and mandates...How often in the past month are you doing the recommended pandemic hygiene?",PMI: Skip,264664,1488,0.005622223,99713,1438,0.014421389,0.005337364,0.005907082,0.013681407,0.015161371
1332763,903096,"Have you EVER been near someone that you know, or suspect, had COVID-19 (such as co-workers, family members, or others)? Select all that apply.",PMI: Skip,270360,1392,0.005148691,99713,1348,0.013518799,0.004878914,0.005418468,0.012802019,0.014235579
1333294,1333227,"In the past month, have you experienced the following as a result of COVID-19? Select all that apply.",Did not have a regular place to sleep or stay,281888,1254,0.004448575,99713,1053,0.010560308,0.004202905,0.004694245,0.009925847,0.011194769
1333156,903096,Do you think you have had COVID-19?,PMI: Skip,264664,1027,0.003880392,99713,994,0.00996861,0.003643531,0.004117253,0.009351995,0.010585225
1333104,1333305,"In the past month, to cope with social distancing and isolation, are you doing any of the following? Select all that apply.",Cutting or self-injury,918790,689,7.50E-04,99713,499,0.005004363,0.000694023,0.000805977,0.00456638,0.005442346
1333015,2000000010,"Not including yourself, how many other people live at home with you?",Response removed due to invalid value,264664,121,4.57E-04,99713,96,9.63E-04,0.000375575,0.000538425,0.00077048,0.00115552
1333015,2000000013,"Not including yourself, how many other people live at home with you?",11 or more household members,264664,141,5.33E-04,99713,85,8.52E-04,0.000445068,0.000620932,0.000670905,0.001033095
1332762,1333148,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",None of the days (0 days),244819,239666,0.978951797,96397,95315,0.988775584,0.978383188,0.979520406,0.988110545,0.989440623
1332734,1333148,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",None of the days (0 days),244819,219748,0.897593733,96397,90882,0.942788676,0.896392773,0.898794693,0.941322573,0.944254779
1332738,1333148,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",None of the days (0 days),244819,176587,0.721296141,96397,79958,0.829465647,0.719520097,0.723072185,0.827091424,0.83183987
1332735,1333148,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",None of the days (0 days),244819,161249,0.658645775,96397,76807,0.796777908,0.656767522,0.660524028,0.794237693,0.799318123
1333105,1333148,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",None of the days (0 days),244819,157482,0.643258897,96397,69274,0.718632323,0.641361339,0.645156455,0.715793706,0.72147094
1332735,1332864,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",A few days (1-2 days),244819,71291,0.291198804,96397,44651,0.463199062,0.289399177,0.292998431,0.460051264,0.46634686
1332738,1332864,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",A few days (1-2 days),244819,58152,0.237530584,96397,38099,0.395230142,0.235844821,0.239216347,0.392143854,0.39831643
1333105,1332864,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",A few days (1-2 days),244819,34366,0.140373092,96397,22932,0.237891221,0.138997079,0.141749105,0.235203315,0.240579127
1333105,1333306,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",Most days (3-4 days),244819,27767,0.113418485,96397,18181,0.188605455,0.112162378,0.114674592,0.186135952,0.191074958
1332734,1332864,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",A few days (1-2 days),244819,20351,0.083126718,96397,15613,0.161965621,0.082033138,0.084220298,0.159639894,0.164291348
1333105,45881677,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",Every day,244819,20685,0.084490991,96397,13270,0.137659886,0.083389294,0.085592688,0.135484886,0.139834886
1332735,1333306,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",Most days (3-4 days),244819,6997,0.028580298,96397,5857,0.060759152,0.02792027,0.029240326,0.05925112,0.062267184
1332738,1333306,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",Most days (3-4 days),244819,6157,0.025149192,96397,5025,0.052128178,0.024528956,0.025769428,0.050724953,0.053531403
1333105,903096,"Thinking about your current social habits, in the last 5 days: I have gone to my workplace or volunteer site that is outside my home.",PMI: Skip,244819,4519,0.018458535,96397,3929,0.04075853,0.017925349,0.018991721,0.039510315,0.042006745
1332735,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",PMI: Skip,244819,2693,0.010999963,96397,2600,0.026971794,0.010586802,0.011413124,0.025949128,0.02799446
1332735,45881677,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of LESS than 10 people.",Every day,244819,2589,0.01057516,96397,2317,0.024036018,0.010169968,0.010980352,0.023069156,0.02500288
1332738,903096,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",PMI: Skip,244819,2359,0.00963569,96397,2285,0.023704057,0.009248731,0.010022649,0.022743732,0.024664382
1332762,1332864,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",A few days (1-2 days),244819,2788,0.011388005,96397,2188,0.022697802,0.010967702,0.011808308,0.021757597,0.023638007
1332734,903096,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",PMI: Skip,244819,2220,0.009067924,96397,2158,0.022386589,0.008692431,0.009443417,0.021452703,0.023320475
1332762,903096,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",PMI: Skip,244819,1744,0.00712363,96397,1690,0.017531666,0.006790492,0.007456768,0.016703176,0.018360156
1332734,1333306,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Most days (3-4 days),244819,1749,0.007144053,96397,1565,0.016234945,0.006810442,0.007477664,0.015437157,0.017032733
1332738,45881677,"Thinking about your current social habits, in the last 5 days: I have gone on shopping trips or outings that were ""just for fun"".",Every day,244819,1564,0.006388393,96397,1303,0.013517018,0.006072798,0.006703988,0.012788062,0.014245974
1332734,45881677,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings outside my home of MORE than 10 people.",Every day,244819,751,0.003067572,96397,683,0.007085283,0.002848516,0.003286628,0.006555801,0.007614765
1332762,1333306,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",Most days (3-4 days),244819,297,0.001213141,96397,267,0.002769796,0.001075256,0.001351026,0.002438025,0.003101567
1332762,45881677,"Thinking about your current social habits, in the last 5 days: I have visited nursing homes or long-term care facilities (outside of work duties).",Every day,244819,324,0.001323427,96397,265,0.002749048,0.001179419,0.001467435,0.002418519,0.003079577
1333297,45878245,Do you personally know someone who has died of COVID-19?,No,187710,137508,0.732555538,87055,68994,0.792533456,0.730553181,0.734557895,0.78983985,0.795227062
1333297,45877994,Do you personally know someone who has died of COVID-19?,Yes,187710,49444,0.263406318,87055,29935,0.343863075,0.261413666,0.26539897,0.340707771,0.347018379
1333297,903096,Do you personally know someone who has died of COVID-19?,PMI: Skip,187710,758,0.004038144,87055,738,0.008477399,0.003751253,0.004325035,0.007868376,0.009086422
1333023,NA,Think of other people who live with you. How many are under the age of 18 years?,NA,201321,188362,0.935630163,80555,77686,0.964384582,0.934558158,0.936702168,0.963104771,0.965664393
1333023,903096,Think of other people who live with you. How many are under the age of 18 years?,PMI: Skip,201321,12770,0.063431038,80555,10841,0.134578859,0.062366345,0.064495731,0.132222161,0.136935557
1333023,2000000012,Think of other people who live with you. How many are under the age of 18 years?,6 or more household members under the age of 18,201321,168,8.34E-04,80555,127,0.001576563,0.000707903,0.000960097,0.001302586,0.00185054
1333023,2000000010,Think of other people who live with you. How many are under the age of 18 years?,Response removed due to invalid value,201321,21,1.04E-04,80555,20,2.48E-04,5.95E-05,0.000148545,0.000139264,0.000356736
1310140,45878245,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",No,147042,120053,0.816453802,78282,63847,0.815602565,0.814475166,0.818432438,0.812885914,0.818319216
1310133,36309715,"If you know it, what is your blood group?",Group O,147042,49146,0.334231036,78282,26606,0.33987379,0.331819951,0.336642121,0.33655569,0.34319189
1310133,36308333,"If you know it, what is your blood group?",Group A,147042,40520,0.275567525,78282,21765,0.278033264,0.273283818,0.277851232,0.27489475,0.281171778
1310133,1310090,"If you know it, what is your blood group?",I don't know my blood group for certain,147042,34489,0.234552033,78282,20663,0.263955954,0.2323863,0.236717766,0.260868256,0.267043652
1310140,45877994,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",Yes,147042,26092,0.1774459,78282,16030,0.204772489,0.175493168,0.179398632,0.201945666,0.207599312
1310133,36309587,"If you know it, what is your blood group?",Group B,147042,14776,0.100488296,78282,8271,0.105656473,0.098951598,0.102024994,0.103503109,0.107809837
1310133,36311267,"If you know it, what is your blood group?",Group AB,147042,6082,0.041362332,78282,3436,0.043892593,0.040344544,0.04238012,0.042457546,0.04532764
1310133,903096,"If you know it, what is your blood group?",PMI: Skip,147042,1644,0.011180479,78282,1496,0.019110396,0.010643056,0.011717902,0.0181513,0.020069492
1310140,903096,"Do you have a child(ren) that are currently enrolled in childcare centers, schools, or colleges?",PMI: Skip,147042,897,0.006100298,78282,849,0.010845405,0.005702306,0.00649829,0.010119847,0.011570963
1310133,1177221,"If you know it, what is your blood group?",I prefer not to answer,147042,385,0.0026183,78282,348,0.004445466,0.002357103,0.002879497,0.003979442,0.00491149
1310132,45880190,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very likely,124294,79891,0.642758299,71768,50376,0.701928436,0.640094338,0.64542226,0.698581947,0.705274925
1310132,1310086,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",I do not know yet,124294,18374,0.147826926,71768,14626,0.203795563,0.14585376,0.149800092,0.20084848,0.206742646
1310132,45879592,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Likely,124294,15046,0.1210517,71768,13024,0.181473637,0.119238315,0.122865085,0.178653918,0.184293356
1310132,45877240,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Very unlikely,124294,6571,0.052866591,71768,4861,0.067732137,0.051622594,0.054110588,0.065893693,0.069570581
1310132,45877241,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",Unlikely,124294,3926,0.0315864,71768,3450,0.048071564,0.030614093,0.032558707,0.046506511,0.049636617
1310132,903096,"When a COVID-19 vaccine is available, how likely are you to want to receive vaccination?",PMI: Skip,124294,486,0.003910084,71768,482,0.006716085,0.003563135,0.004257033,0.006118531,0.007313639
1310134,1333148,"Thinking about your current social habits, in the last 5 days: I have attended social gatherings of MORE than 50 people.",None of the days (0 days),127197,121317,0.953772495,71679,69477,0.969279705,0.952618558,0.954926432,0.968016455,0.970542955
