condition_concept_id,concept_name,pt_cnt,mean_change,median_change,sd,ev_density
75909,Disorder of bone,488,2.895463511,1,3.446846677,6.498455201
75911,Acquired hallux valgus,44,2.416666667,0,3.467380463,4.012048193
76786,Derangement of knee,24,3.04,-0.5,4.871538161,3.801242236
77030,Disorder of breast,112,2.276422764,0,3.477069118,3.15443038
77074,Joint pain,171,2.72972973,1,3.640076208,5.110275689
77081,Tibialis tendinitis,29,3.166666667,1,2.447980972,4.543478261
77162,Injury of ankle,21,3.045454545,0,3.169797951,1.983606557
77234,Benign neoplasm of colon,96,2.633027523,1,2.942709546,4.187165775
77630,Disorder of shoulder,84,2.820224719,0,3.427304222,3.628647215
77635,Disorder of hand,63,4.424242424,1,4.566457551,3.924657534
77646,Disorder of bone and articular cartilage,102,2.822429907,1,3.289337888,5.181518152
77670,Chest pain,499,2.787430684,1,3.808094205,7.015243902
77963,Achilles tendinitis,43,2.5,1,3.046338324,5.727941176
77965,Acquired trigger finger,63,2.787878788,1,2.964804642,7.101522843
78200,Benign mammary dysplasia,23,4.375,2,3.68953225,6.96969697
78228,Joint derangement,34,2.833333333,0.5,5.088521212,4.462121212
78232,Shoulder joint pain,442,3.199143469,1,3.681871306,9.432134996
78472,Microscopic hematuria,46,2.769230769,1,2.89368795,4.578125
78473,Solitary cyst of breast,41,2.159090909,1,3.124451171,2.710382514
78474,Hypertrophy of breast,30,3.612903226,0,3.170264139,4.928
78505,"Localized, primary osteoarthritis of the ankle and/or foot",87,2.717171717,1,3.683117817,3.285087719
78508,Arthralgia of the ankle and/or foot,174,2.924324324,1,3.650956008,5.881773399
78619,Contusion of knee,23,1.962962963,0,3.590721464,2.073770492
78804,Fibrocystic disease of breast,46,2.392156863,0.5,2.926226569,4.010380623
79106,Arthralgia of the pelvic region and thigh,20,2.619047619,1,3.510885328,3.3046875
79145,Ehlers-Danlos syndrome,26,4.703703704,3.5,3.945201565,37.91111111
79864,Hematuria syndrome,103,2.690909091,1,3.587501837,3.648192771
79908,Muscle weakness,88,3.27173913,1,3.864728778,8.683018868
79916,Acquired hallux rigidus,24,3.115384615,1,2.778997317,4.0125
80180,Osteoarthritis,285,3.122580645,1,3.871761382,5.493184634
80187,Medial epicondylitis,20,1.857142857,0,2.845125101,4.514705882
80189,Displacement of lumbar intervertebral disc without myelopathy,23,3,0,4.164123071,4.594117647
80242,Current tear of medial cartilage AND/OR meniscus of knee,46,3.538461538,1,4.180296548,3.905405405
80502,Osteoporosis,236,3.5,1,3.243001286,11.96730769
80767,Breast lump,99,2.315315315,0,3.179181403,5.662316476
80809,Rheumatoid arthritis,61,4.651515152,2,3.475912429,33.19333333
80813,Lumbosacral spondylosis without myelopathy,66,3.135135135,0.5,3.129229073,4.690140845
80816,Degeneration of intervertebral disc,30,3.193548387,1,3.952156403,4.534883721
80824,Senile osteoporosis,51,3.634615385,2,3.019674051,8.572815534
81151,Sprain of ankle,66,3.027777778,1,3.315324312,4.104712042
81378,Chondromalacia of patella,25,1.666666667,0,3.436568055,3.754010695
81379,Lateral epicondylitis,59,2.393442623,0,3.120228678,5.245421245
81878,Benign paroxysmal positional vertigo,69,2.183098592,1,3.256379404,4.090497738
81893,Ulcerative colitis,22,2.636363636,0,3.375490986,21.16129032
81902,Urinary tract infectious disease,205,3.370535714,1,3.587546876,5.626679463
81931,Psoriasis with arthropathy,24,4.36,3.5,3.252646637,32.93877551
132412,Post-laminectomy syndrome,21,4.695652174,2,2.921186973,9.70212766
132706,Disorder of nail,33,3.054054054,1,4.841424784,2.54494382
132736,Bacteremia,22,6.272727273,2,5.939266939,7.929824561
132797,Sepsis,28,4.586206897,3,4.306233946,4.45
133141,Tinea pedis,40,3.046511628,0,3.318943298,2.69375
133280,Alopecia,29,2.620689655,0,4.625108173,3.187134503
133299,Swelling of limb,20,5.375,2,5.394929393,2.640522876
133424,Primary malignant neoplasm of thyroid gland,33,5.303030303,3,4.811208504,38.20634921
133711,Overlapping malignant neoplasm of female breast,25,4.066666667,2,3.624913792,18.88679245
133729,Hyperparathyroidism,43,3.644444444,1,4.392937047,13.26363636
133834,Atopic dermatitis,38,2.675,1,3.106570836,5.207100592
133835,Eczema,48,2.1875,0,3.057081072,3.043062201
134118,Atrophic condition of skin,24,4.041666667,2,1.977683464,3.972222222
134159,Precordial pain,43,1.829787234,0,4.527142212,3.186746988
134438,Contact dermatitis,38,1.488372093,-1,2.787010104,3.583050847
134460,Plantar fascial fibromatosis,154,3.428571429,1,3.715460008,5.734736842
134668,Chronic maxillary sinusitis,51,4.509090909,1,3.831551163,5.626168224
134681,Diffuse spasm of esophagus,25,3.884615385,1,4.210304819,3.171428571
134718,Hirsutism,24,3.518518519,0,3.867132031,4.277227723
134736,Backache,194,3.171428571,1,3.865590707,5.115718419
134898,Non-toxic uninodular goiter,151,3.518987342,1,3.799023925,9.240540541
135030,Discoloration of skin,90,2.610526316,0,3.555182955,3.004555809
135215,Hashimoto thyroiditis,22,3.086956522,1,2.797648982,8.727272727
135287,Non-neoplastic nevus,181,1.937172775,0,3.097554432,2.806976744
135618,Pruritic rash,86,2.428571429,0,3.554019323,1.814189189
135777,Neoplasm of uncertain behavior of skin,205,2.246511628,0,3.117383113,4.255319149
135858,Disorder of lip,34,2.558823529,1,3.65197185,2.352380952
135930,Musculoskeletal finding,161,3.660714286,2,4.177310422,6.549618321
136057,Benign neoplasm of skin of trunk,55,1.372881356,0,2.943691537,3.960352423
136184,Pruritus of skin,30,3.09375,1,3.720245944,2.923809524
136368,Non-toxic multinodular goiter,115,2.89516129,1,3.585758763,10.444
136497,Scar conditions and fibrosis of skin,113,2.733333333,0,3.732269504,4.685131195
136773,Rosacea,127,3.142857143,1,3.315249031,7.271137026
136788,Spinal stenosis of lumbar region,115,3.588709677,1,3.706468669,9.185185185
137053,Seborrheic dermatitis,83,2.3,1,3.015972759,3.63028169
137193,Erythema,24,1.791666667,-0.5,3.28120471,1.762711864
137275,Disorder of muscle,108,3.767241379,1,4.278913822,7.641233766
137351,Epidermoid cyst of skin,62,2.830769231,1,3.279021665,3.290748899
137379,Musculoskeletal symptom,42,4.068181818,2,4.2281755,5.25
137548,Cervical radiculopathy,128,4.122302158,2,3.796553231,5.961661342
137682,Skin sensation disturbance,59,2.787878788,0,3.611705756,3.587360595
137785,Verruca plantaris,40,2.952380952,0,4.376437493,5.738738739
137809,Primary malignant neoplasm of female breast,116,4.823529412,3,4.355595756,43.77310924
137820,Postoperative hypothyroidism,79,4.050632911,1,5.010245912,15.39230769
137989,Abnormal results of cardiovascular function studies,29,1.34375,0,3.584998849,3.938271605
138102,Benign neoplasm of skin,208,2.608888889,1,3.132728274,4.060240964
138148,Plantar nerve lesion,20,2.285714286,1,3.183427481,5.891891892
138225,Disorder of sebaceous gland,34,2.142857143,0,2.417995516,2.213270142
138384,Acquired hypothyroidism,226,3.805084746,2,3.438508858,13.77658143
138387,Thyrotoxicosis,32,5.029411765,3,5.205359366,8.734042553
138519,Spondylosis without myelopathy,42,3.083333333,1,3.884212663,3.131578947
138525,Pain in limb,213,2.773913043,1,3.379055717,5.794889993
138717,Toxic diffuse goiter,22,4.260869565,2,4.043325964,8.306122449
138825,Actinic keratosis,261,2.580882353,1,3.013453477,7.393634841
138841,Disorder of sacrum,38,4.1,2,3.204282341,5.413793103
139099,Ingrowing nail,54,1.807017544,0,3.493880044,3.415789474
139750,Primary malignant neoplasm of skin,21,3.391304348,2,2.01186954,6.271604938
139850,Acute frontal sinusitis,49,2.660377358,0,2.864870502,2.135802469
139900,Urticaria,61,3.865671642,1,3.857219475,6.317073171
140168,Psoriasis,85,3.077777778,2,4.130063313,28.16756757
140190,Disorder of back,20,3.571428571,1.5,3.743063761,3.986394558
140214,Eruption,242,2.833333333,1,3.891255268,3.686440678
140641,Verruca vulgaris,66,2.808219178,1,3.870063214,5.516509434
140648,Onychomycosis due to dermatophyte,102,2.839622642,1,3.071780868,5.256716418
140673,Hypothyroidism,524,4.289377289,2,4.035053231,13.83166109
140821,Spasm,145,3.324503311,2,3.471173022,5.029535865
140842,Changes in skin texture,20,2.714285714,1,4.55232734,2.492307692
141095,Acne,156,3.213017751,1,3.124140908,6.963833635
141104,Intervertebral disc disorder of lumbar region with myelopathy,45,2.215686275,0,3.551497052,2.96039604
141253,Disorder of thyroid gland,55,3.032258065,1,4.069844759,6.481327801
141323,Acute maxillary sinusitis,132,2.04109589,0,3.530738095,2.738241309
141375,Hypertrophic condition of skin,95,2.277227723,0,3.11949403,2.332268371
141825,Simple goiter,49,2.411764706,0,3.363722023,3.544217687
141932,Senile hyperkeratosis,406,2.376470588,1,2.869549176,4.743562232
141941,Cervical spondylosis without myelopathy,128,3.058394161,1,3.203367753,4.306179775
141960,Skin finding,55,2.709677419,0,3.580060756,1.987804878
192450,Retention of urine,70,3.355263158,1,4.657548027,5.139013453
192671,Gastrointestinal hemorrhage,20,2.095238095,2,3.017056774,4.3
192731,Digestive symptom,27,2.551724138,0,3.017045592,2.11299435
192854,Intramural leiomyoma of uterus,46,2.978723404,1,3.80191917,3.274647887
192963,Disorder of pancreas,22,3.541666667,1,3.513733107,7.955223881
193020,Incomplete emptying of bladder,23,2.708333333,1,3.752206202,4.707317073
193322,Right lower quadrant pain,77,2.546511628,1,3.272850685,4.283746556
193326,Urge incontinence of urine,66,3.1,1,3.267021055,7.188571429
194079,Post-surgical malabsorption,35,3.256410256,1,5.424345989,7.661971831
194081,Acute cystitis,100,3,0,3.710141711,3.107407407
194133,Low back pain,509,3.409506399,1,4.103367344,9.34583064
194175,Left upper quadrant pain,50,3.384615385,1,3.285652173,4.294871795
194406,Urinary tract obstruction,38,2.974358974,1,4.148814292,5.142857143
194684,Crohn's disease of large bowel,24,3.230769231,1,3.391164992,19.375
194686,Acquired renal cystic disease,58,3.338709677,1,4.091105546,3.783950617
194696,Dysmenorrhea,46,3.4,1,3.581824758,3.586466165
194984,Disease of liver,84,2.602150538,1,3.856933017,4.703971119
194992,Celiac disease,32,4.333333333,1,3.486003118,13.32926829
194993,Intestinal malabsorption,40,1.818181818,0,3.310337344,4.531531532
195007,Female stress incontinence,77,3.433333333,1,3.771860411,4.814189189
195083,Left lower quadrant pain,84,3.163043478,1,3.196450807,4.279569892
195321,Postmenopausal bleeding,59,3.047619048,1,2.869762146,5.410041841
195562,Hemorrhoids,231,2.489878543,0,4.00265769,2.65248227
195603,Vulval and/or perineal noninflammatory disorders,45,1.8125,0,3.107176444,2.570469799
195770,Subserous leiomyoma of uterus,24,3.28,1,4.704107055,3.058823529
195847,Gastroparesis syndrome,27,3.733333333,1,5.284229076,14.21621622
195867,Noninflammatory disorder of the vagina,166,2.904255319,0,3.762209041,2.940108893
195873,Leukorrhea,25,2.925925926,1,2.508651696,2.197969543
195906,Disorder of lumbar spine,31,2.75,1,2.642904886,2.811320755
196168,Irregular periods,92,2.846153846,0.5,3.446402114,3.754032258
196456,Gallstone,53,2.770491803,1,4.597674051,3.218543046
196523,Diarrhea,276,2.996587031,1,4.125289146,6.089852008
197006,Residual hemorrhoidal skin tags,60,1.835820896,0,3.771735502,2.010152284
197236,Uterine leiomyoma,84,3.837209302,2,4.065778004,6.22
197320,Acute renal failure syndrome,68,4.594594595,1,5.455764324,6.727272727
197381,Epigastric pain,175,2.62755102,1,3.588725275,4.5456
197607,Excessive and frequent menstruation,73,3.771084337,2,4.225520421,3.505494505
197610,Cyst of ovary,81,2.333333333,0,3.327819514,5.308290155
197672,Urinary incontinence,70,3.051282051,1,4.433544259,3.797794118
197675,Incontinence of feces,30,2.75,1.5,4.49316211,5.682242991
197684,Dysuria,258,2.768421053,0,4.168270135,4.438752784
197925,Hemorrhage of rectum and anus,86,2.627659574,1,2.90939325,3.194225722
197988,Generalized abdominal pain,92,2.087378641,0,3.950043393,4.283163265
198194,Female genital organ symptoms,40,2.88372093,1,3.024578801,3.27032967
198202,Cystocele,23,2.92,1,3.232126284,3.188679245
198263,Right upper quadrant pain,123,2.449612403,1,3.620104686,4.561674009
198400,Hemangioma of skin and subcutaneous tissue,176,1.784946237,0,3.530792192,3.851415094
198520,Lumbar spondylosis with myelopathy,39,3.066666667,0,3.440843822,2.325581395
198803,Benign prostatic hyperplasia,113,3.12605042,1,3.586346845,5.863247863
198846,Enthesopathy of hip region,25,2.36,0,3.320140559,4.64171123
199075,Neurogenic bladder,20,3.409090909,1.5,3.096687534,7.62745098
199876,Prolapse of female genital organs,26,3.888888889,1,6.144415851,5.590909091
200174,Disorder of skin and/or subcutaneous tissue,271,2.553633218,1,3.334149142,4.199786325
200219,Abdominal pain,354,3.125,1,3.787555551,6.018567639
200452,Disorder of female genital organs,48,2.358490566,-1,3.330961035,3.394636015
200779,Polyp of corpus uteri,32,3.823529412,0.5,5.525509026,3.524137931
200843,Finding of frequency of urination,186,2.882926829,1,3.71847106,2.76427256
200845,Urgent desire to urinate,91,2.87254902,1,3.511884584,4.093167702
200962,Primary malignant neoplasm of prostate,67,4.457142857,3,4.183273103,37.79807692
201061,Diaphragmatic hernia,125,3.222222222,1,3.946055605,4.808564232
201078,Atrophic vaginitis,124,2.473282443,1,3.101736779,5.692073171
201340,Gastritis,57,2.307692308,0,4.308440163,3.339920949
201418,"Flatulence, eructation and gas pain",37,2.025641026,0,2.340401136,2.931818182
201606,Crohn's disease,32,4.75,2,4.26432595,29.06944444
201613,Chronic nonalcoholic liver disease,35,3.722222222,0,4.093035692,6.06626506
201618,Disorder of intestine,148,2.728915663,0,3.613777237,3.84375
201620,Kidney stone,138,3.560810811,2,3.550038254,12.44931507
201826,Type 2 diabetes mellitus,162,4.416666667,2,4.827525206,13.09090909
201891,Disorder of stomach,20,3.318181818,1,4.055859958,4.5
201909,Female infertility,34,4.333333333,2,4.285385354,20.77272727
201916,Ureteric stone,25,3.115384615,2,3.436568055,6.564814815
253549,Disorder of connective tissue,35,3.405405405,1,4.27224775,8.777777778
254061,Pleural effusion,55,7,3,5.07937004,5.722891566
254443,Sjögren's syndrome,61,4.096774194,2,3.247277128,13.02586207
254669,Disorder of vocal cord,25,3.703703704,1,3.878573621,6.010526316
254761,Cough,639,3.479015919,1,3.601804903,6.418991416
255348,Polymyalgia rheumatica,22,4.652173913,3,3.022641831,16.79411765
255573,Chronic obstructive lung disease,80,4.776470588,3,3.830073371,13.37696335
255848,Pneumonia,83,3.857142857,1,4.762258568,3.574468085
255919,Finding of head and neck region,30,2.171428571,0,2.797576948,2.612745098
256439,Allergic rhinitis due to pollen,152,3.512820513,1,3.595410692,12.00505051
256440,Disorder of nasal sinus,22,2.913043478,1,3.679826836,2.266666667
256449,Bronchiectasis,23,5.869565217,3,4.395020538,22.63265306
256451,Bronchitis,107,3.613445378,1,3.190700205,2.653775322
257007,Allergic rhinitis,378,3.303258145,1,3.529296202,11.05243446
257011,Acute upper respiratory infection,387,3.002392344,1,3.361226032,3.591178407
257012,Chronic sinusitis,167,3.039548023,1,3.290275739,5.914179104
257628,Systemic lupus erythematosus,40,7.348837209,5,4.578657288,43.3373494
257683,Posterior rhinorrhea,76,2.4125,0,3.564542735,2.49339207
257907,Disorder of lung,36,2.452380952,-0.5,4.43220537,4.507042254
259153,Pain in throat,24,2.892857143,1,3.808600108,4.180124224
259848,Chronic rhinitis,138,3.180555556,1,3.020654243,5.02745098
260123,Acute sinusitis,138,2.868055556,0,3.149170516,4.078280044
260139,Acute bronchitis,125,3.132352941,1,2.918196527,3.036161335
260427,Common cold,20,3.523809524,0.5,2.752988806,1.842857143
261325,Pulmonary emphysema,33,3.314285714,0,3.07974812,8.689189189
261880,Atelectasis,58,4.746031746,1,4.360668125,3.471698113
312437,Dyspnea,448,3.782881002,1,4.563663157,7.45382794
312648,Benign essential hypertension,63,3.417910448,2,2.847192093,10.41555556
312934,Atherosclerosis of aorta,27,2.566666667,1,3.480511473,3.565789474
312998,Pain in thoracic spine,102,2.709090909,1,3.631291025,5.470588235
313217,Atrial fibrillation,137,5.115646259,2,5.197763498,24.3
313459,Sleep apnea,210,4.065217391,1,4.081522864,5.261306533
313878,Respiratory symptom,21,2.904761905,0,3.598280012,1.568965517
314054,Aortic valve disorder,27,4.285714286,1,4.919291636,9.155963303
314059,Right bundle branch block,22,3.083333333,1,3.194963569,2.618421053
314131,Degeneration of cervical intervertebral disc,66,3.351351351,1,4.345804182,4.674825175
314658,Cardiomegaly,75,3.373493976,2,3.985695142,3.70531401
314665,Atrial flutter,26,5.392857143,2.5,6.326501038,18.04225352
314666,Old myocardial infarction,47,3.62745098,1,5.055839902,5.247311828
314754,Wheezing,69,2.906666667,1,3.04176666,3.308
314962,Raynaud's disease,73,3.421052632,1,4.622178682,5.941558442
315078,Palpitations,319,2.967647059,1,3.824250136,6.394176932
315085,Lymphadenopathy,43,2.47826087,1,3.302403568,3.237113402
316127,Vitreous opacities,66,2.671232877,1,3.18713176,4.274774775
316139,Heart failure,52,4.327272727,1,4.654706177,8.9
316822,Heart murmur,71,2.986842105,1,4.235140908,4.676806084
316866,Hypertensive disorder,47,3,1,2.901720438,8.209580838
316998,Left bundle branch block,29,5.413793103,2,3.259317829,11.03389831
317002,Low blood pressure,48,3.411764706,1.5,5.20893259,3.784090909
317009,Asthma,125,3.590909091,1,3.681128859,7.929597701
317248,Disorder of hematopoietic structure,44,3.444444444,2,4.037548395,4.330188679
317576,Coronary arteriosclerosis,46,3.566037736,2,4.361004183,10.32544379
318169,Varicose veins of lower extremity,63,2.197183099,1,2.854735289,6.211428571
318566,Flushing,89,3.225806452,1,3.6417733,3.763033175
318736,Migraine,275,3.903114187,1,4.096422444,8.75030012
318800,Gastroesophageal reflux disease,143,3.815789474,1,3.930801024,8.189271255
319041,Orthostatic hypotension,41,4.136363636,2,4.584970144,6.06557377
319826,Secondary hypertension,24,4.84,0.5,3.209756413,5.706896552
319835,Congestive heart failure,55,3.327586207,0,4.802356324,20.4
319843,Mitral valve disorder,32,3.314285714,0.5,5.945908732,5.05785124
320073,Neutropenia,30,5.787878788,1.5,5.817531965,7.24691358
320128,Essential hypertension,1253,4.89085319,2,4.293539547,22.73078782
320136,Disorder of respiratory system,41,2.152173913,0,3.474822333,2.256830601
320420,Vitreous degeneration,130,2.496350365,1,3.185021968,6.329230769
320536,Electrocardiogram abnormal,155,3.241176471,1,3.821455097,3.093632959
321052,Peripheral vascular disease,50,2.403846154,1,3.887447093,5.75
321107,Congenital insufficiency of aortic valve,21,4.409090909,1,5.826458534,24.62857143
321318,Angina pectoris,72,4,1,4.391893942,7.110526316
321319,Cardiomyopathy,62,5.106060606,2,4.900409549,17.57843137
321588,Heart disease,66,3.15942029,1,4.696574162,7.005813953
321596,Peripheral venous insufficiency,60,3.257575758,1,3.224903099,5.175531915
321887,Disorder of artery,31,1.909090909,1,2.795157102,7.753424658
372309,Mononeuritis,25,4.04,1,4.484045792,3.56626506
372324,Eustachian tube disorder,88,2.368421053,0,2.52872732,2.541818182
372328,Otitis media,52,2.49122807,1,3.284866346,5.10653753
372409,Sciatica,107,2.982608696,1,3.363637014,4.88592233
372448,Loss of consciousness,126,3.065693431,1,3.639152178,4.518918919
372886,Refractory migraine with aura,23,1.777777778,-1,3.714090252,4.53125
372887,Disorder of brain,42,3.209302326,0.5,4.990583467,3.711538462
373474,Diplopia,35,3.114285714,0,3.252148611,5.648148148
373478,Presbyopia,254,2.481751825,1,3.168913931,8.2368
373499,Disorder of eye region,30,1.970588235,1,2.853713048,1.75
373503,Transient cerebral ischemia,22,4.041666667,1,4.156307469,4.849462366
373769,Nuclear cataract,26,2.785714286,1,2.160128201,3.050847458
374009,Organic mental disorder,22,2,0.5,3.100411926,11.61842105
374027,Lesion of ulnar nerve,53,4.222222222,2,3.809696589,4.632258065
374034,Visual disturbance,111,2.888888889,0,3.849439156,3.352798054
374313,Neoplasm of uncertain behavior of soft tissues,44,1.295454545,0,3.274202451,7.006756757
374366,Sensorineural hearing loss,94,2.745098039,1,4.415038463,5.915204678
374367,Bilateral hearing loss,58,2.3125,0,3.409179452,3.006060606
374375,Impacted cerumen,130,2.178082192,0,3.206368514,3.807860262
374919,Multiple sclerosis,54,5.574074074,3,3.340244408,43.49473684
375281,Acute suppurative otitis media without spontaneous rupture of ear drum,20,1.826086957,1,3.745523644,4.225806452
375415,Injury of head,44,2.229166667,0,3.38320688,2.119469027
375527,Headache disorder,43,3.5,1,3.560737042,3.669811321
375544,Nuclear sclerosis,20,2.1,0.5,1.894590638,2.923076923
375545,Cataract,91,2.387096774,0,3.396759211,4.774928775
375827,Acute non-suppurative otitis media - serous,23,3.535714286,2,4.520921939,2.056737589
376065,Disorder of nervous system due to type 2 diabetes mellitus,40,5.068181818,3,5.345438986,7.477272727
376125,Disorder of eyelid,29,2.484848485,1,2.193811268,3.110091743
376208,Disorder of soft tissue,180,2.922680412,1,3.412918642,2.750491159
376229,Abnormal involuntary movement,29,2.322580645,2,3.233902917,3.15862069
376382,Tension-type headache,45,2.979591837,0,3.209046556,3.683333333
376400,Combined form of senile cataract,65,1.970588235,1,2.654549795,3.938931298
376415,Hypermetropia,73,2.526315789,1,2.708645047,4.762711864
376707,Acute conjunctivitis,42,2.5,0,3.537176049,2.107476636
377091,Seizure,44,4.446808511,3,3.423198435,9.096385542
377575,Tinnitus,84,3.285714286,1,3.527349906,3.895043732
377844,Status migrainosus,53,3.216666667,1,4.348898397,5.142857143
377853,Chronic tension-type headache,22,2.043478261,1,3.209833376,5.454545455
377888,Conductive hearing loss,24,2.12,1,3.444960613,4.842696629
377889,Hearing loss,97,2.009803922,1,3.133245137,2.850374065
377910,Deviated nasal septum,68,3.810810811,1,3.379007392,4.602836879
378001,Concussion with no loss of consciousness,23,3.625,2,5.732509056,3.842857143
378161,Disorder of ear,51,2.581818182,0,3.270306096,2.308988764
378253,Headache,354,3.574742268,1,3.850818609,6.01423221
378416,Retinal disorder,25,3.5,0,3.581433605,4.6
378424,Astigmatism,162,2.569060773,1,3.339309113,5.210953347
378425,Blepharitis,41,2.536585366,0,2.446999158,3.592274678
378427,Tear film insufficiency,202,3.081730769,1,2.957546521,6.053333333
378735,Migraine without aura,217,4.331877729,2,4.069124521,8.54767184
379010,Epiretinal membrane,46,3.553191489,1,2.715494991,12.3627451
379019,Conjunctivitis,30,2,0,3.405371011,2.231788079
379031,Pain in eye,31,2.470588235,1,4.61111327,2.243478261
379801,Trigeminal neuralgia,21,3.318181818,1,5.505841054,18.52272727
379805,Myopia,254,2.8,1,3.113781722,9.190412783
379832,Mixed conductive AND sensorineural hearing loss,21,2.916666667,1,2.839349355,4.763888889
380094,Carpal tunnel syndrome,140,4.081081081,1,3.495673438,7.063872255
380111,Acute atopic conjunctivitis,64,2.447761194,0,4.448002048,2.766081871
380378,Epilepsy,48,4.84,2,4.969722155,13.0625
380706,Regular astigmatism,91,2.411764706,0,2.81401516,4.37037037
380731,Otitis externa,26,2.037037037,0,2.581889588,2.010752688
380733,Otalgia,89,2.367346939,0,3.626137946,2.565217391
381290,Ocular hypertension,52,2.537037037,1,3.566804807,8.64556962
381292,Chronic allergic conjunctivitis,30,2.419354839,0,4.091061184,3.670731707
381295,Senile cataract,44,1.888888889,0,2.841384738,3.738853503
381549,Migraine with aura,111,3.794871795,2,4.06823455,6.843853821
381859,Infective otitis externa,24,2.37037037,1.5,2.955895607,2.709677419
432250,Disorder due to infection,36,3.5,0,4.290539612,3.038709677
432251,Disease caused by parasite,21,3.227272727,0,4.521904361,2.538461538
432545,Bacterial infectious disease,89,3.214285714,0,3.244583764,2.193037975
432582,Neoplastic disease of uncertain behavior,64,2.633802817,1,2.976386898,3.289940828
432585,Blood coagulation disorder,29,2.375,1,4.498220776,4.903703704
432738,Chronic fatigue syndrome,118,2.3671875,0,3.509965944,4.97037037
432795,Traumatic AND/OR non-traumatic injury,117,2.476923077,1,3.565624099,2.618421053
432867,Hyperlipidemia,994,3.874159462,2,4.062081057,16.10400391
432870,Thrombocytopenic disorder,68,5.136986301,2,5.10194578,6.713541667
432875,Anemia due to chronic blood loss,21,3.454545455,1,3.002380008,3.152777778
432883,"Recurrent major depressive episodes, moderate",39,4.952380952,3,3.666973365,16.30864198
432895,Cortical senile cataract,20,2.695652174,0,2.386364776,4.828947368
433128,Complication,30,2.735294118,1.5,3.277228995,5.103896104
433316,Dizziness and giddiness,366,3.125944584,1,3.977868447,5.751494449
433440,Dysthymia,73,3.974358974,2,3.122316199,10.5530303
433456,Acute pain,71,2.958333333,1,3.93078957,2.731818182
433527,Endometriosis (clinical),35,3.324324324,1,5.47906635,7.88372093
433577,Hammer toe,48,2.653846154,0.5,3.331559812,5.190909091
