condition_concept_id,concept_name,pt_cnt,mean_change,median_change,sd,ev_density
77635,Disorder of hand,61,4.424242424,2,4.261147386,3.924657534
77646,Disorder of bone and articular cartilage,98,2.822429907,1,3.103736304,5.181518152
77670,Chest pain,499,2.787430684,1,3.645376567,7.015243902
77963,Achilles tendinitis,42,2.5,1,3.336438739,5.727941176
77965,Acquired trigger finger,62,2.787878788,1,2.7347481,7.101522843
78097,Secondary malignant neoplasm of bone,21,4.80952381,3,5.754501344,45.17241379
78200,Benign mammary dysplasia,21,4.375,1,4.76345213,6.96969697
78228,Joint derangement,33,2.833333333,0,4.18284737,4.462121212
78232,Shoulder joint pain,449,3.199143469,1,3.755222263,9.432134996
78472,Microscopic hematuria,43,2.769230769,2,3.020051117,4.578125
78473,Solitary cyst of breast,40,2.159090909,0,3.334358817,2.710382514
78474,Hypertrophy of breast,30,3.612903226,1,4.522739481,4.928
78505,"Localized, primary osteoarthritis of the ankle and/or foot",92,2.717171717,1,2.902192031,3.285087719
78508,Arthralgia of the ankle and/or foot,171,2.924324324,1,3.198501111,5.881773399
78619,Contusion of knee,24,1.962962963,1,3.729047747,2.073770492
78804,Fibrocystic disease of breast,46,2.392156863,1,3.119519349,4.010380623
79106,Arthralgia of the pelvic region and thigh,20,2.619047619,2,2.894641147,3.3046875
79145,Ehlers-Danlos syndrome,27,4.703703704,3,4.972860819,37.91111111
79864,Hematuria syndrome,104,2.690909091,1,3.131291277,3.648192771
79908,Muscle weakness,89,3.27173913,1,3.839841406,8.683018868
79916,Acquired hallux rigidus,24,3.115384615,1,2.888946952,4.0125
80180,Osteoarthritis,288,3.122580645,1,3.926737553,5.493184634
80187,Medial epicondylitis,20,1.857142857,0,2.700389835,4.514705882
80189,Displacement of lumbar intervertebral disc without myelopathy,22,3,1,3.173210373,4.594117647
80242,Current tear of medial cartilage AND/OR meniscus of knee,50,3.538461538,1,3.506320823,3.905405405
80502,Osteoporosis,234,3.5,2,3.216883034,11.96730769
80767,Breast lump,100,2.315315315,0,3.627546128,5.662316476
80809,Rheumatoid arthritis,62,4.651515152,3,3.973204805,33.19333333
80813,Lumbosacral spondylosis without myelopathy,68,3.135135135,1,3.658939766,4.690140845
80816,Degeneration of intervertebral disc,30,3.193548387,1.5,4.06286802,4.534883721
80824,Senile osteoporosis,50,3.634615385,2,2.96407056,8.572815534
81151,Sprain of ankle,68,3.027777778,1,2.813917188,4.104712042
81378,Chondromalacia of patella,24,1.666666667,1,3.399701607,3.754010695
81379,Lateral epicondylitis,57,2.393442623,1,3.270491597,5.245421245
81878,Benign paroxysmal positional vertigo,69,2.183098592,1,2.885569825,4.090497738
81893,Ulcerative colitis,22,2.636363636,0.5,3.582062092,21.16129032
81902,Urinary tract infectious disease,207,3.370535714,2,4.073794002,5.626679463
81931,Psoriasis with arthropathy,23,4.36,2,2.645751311,32.93877551
132412,Post-laminectomy syndrome,21,4.695652174,3,3.868062146,9.70212766
132706,Disorder of nail,30,3.054054054,0,2.625253135,2.54494382
132736,Bacteremia,20,6.272727273,3.5,5.193872908,7.929824561
132797,Sepsis,29,4.586206897,1,5.316578773,4.45
133141,Tinea pedis,39,3.046511628,1,2.820782713,2.69375
133280,Alopecia,29,2.620689655,0,4.013523936,3.187134503
133299,Swelling of limb,20,5.375,2,6.172093392,2.640522876
133424,Primary malignant neoplasm of thyroid gland,33,5.303030303,2,5.292039476,38.20634921
133711,Overlapping malignant neoplasm of female breast,28,4.066666667,2,4.408985534,18.88679245
133729,Hyperparathyroidism,43,3.644444444,2,4.388270886,13.26363636
133834,Atopic dermatitis,37,2.675,1,3.174598885,5.207100592
133835,Eczema,46,2.1875,1,3.335723781,3.043062201
134118,Atrophic condition of skin,23,4.041666667,1,2.347313661,3.972222222
134159,Precordial pain,43,1.829787234,-1,3.766289831,3.186746988
134438,Contact dermatitis,38,1.488372093,0,3.539655455,3.583050847
134460,Plantar fascial fibromatosis,154,3.428571429,1,3.839276955,5.734736842
134668,Chronic maxillary sinusitis,51,4.509090909,2,4.155506623,5.626168224
134681,Diffuse spasm of esophagus,23,3.884615385,0,4.657859184,3.171428571
134718,Hirsutism,23,3.518518519,2,3.498729301,4.277227723
134736,Backache,196,3.171428571,1,3.827613871,5.115718419
134870,Pityriasis versicolor,20,2.285714286,-1,2.595542738,3.277777778
134898,Non-toxic uninodular goiter,150,3.518987342,1,3.582557795,9.240540541
135030,Discoloration of skin,87,2.610526316,0,3.347310977,3.004555809
135215,Hashimoto thyroiditis,21,3.086956522,1,3.404478843,8.727272727
135287,Non-neoplastic nevus,182,1.937172775,0,3.035064143,2.806976744
135618,Pruritic rash,86,2.428571429,1,3.148338975,1.814189189
135777,Neoplasm of uncertain behavior of skin,199,2.246511628,0,3.136433705,4.255319149
135858,Disorder of lip,31,2.558823529,0,3.539941072,2.352380952
135930,Musculoskeletal finding,163,3.660714286,2,3.998465964,6.549618321
136057,Benign neoplasm of skin of trunk,54,1.372881356,-0.5,2.700001294,3.960352423
136184,Pruritus of skin,28,3.09375,2,2.4624159,2.923809524
136368,Non-toxic multinodular goiter,113,2.89516129,1,3.356786435,10.444
136497,Scar conditions and fibrosis of skin,113,2.733333333,0,3.470368518,4.685131195
136773,Rosacea,126,3.142857143,1,3.407824796,7.271137026
136788,Spinal stenosis of lumbar region,120,3.588709677,1,3.817987796,9.185185185
137053,Seborrheic dermatitis,84,2.3,0,3.262119378,3.63028169
137193,Erythema,23,1.791666667,0,3.673965666,1.762711864
137275,Disorder of muscle,108,3.767241379,1,4.712686603,7.641233766
137351,Epidermoid cyst of skin,64,2.830769231,1,3.927795739,3.290748899
137379,Musculoskeletal symptom,43,4.068181818,3,3.93411971,5.25
137548,Cervical radiculopathy,131,4.122302158,2,4.271235504,5.961661342
137682,Skin sensation disturbance,61,2.787878788,0,3.946707835,3.587360595
137785,Verruca plantaris,42,2.952380952,0,3.655616334,5.738738739
137809,Primary malignant neoplasm of female breast,115,4.823529412,2,4.52473497,43.77310924
137820,Postoperative hypothyroidism,75,4.050632911,1,4.934599302,15.39230769
137989,Abnormal results of cardiovascular function studies,30,1.34375,0,4.613946873,3.938271605
138102,Benign neoplasm of skin,212,2.608888889,1,3.131917364,4.060240964
138148,Plantar nerve lesion,20,2.285714286,1,3.462201916,5.891891892
138225,Disorder of sebaceous gland,33,2.142857143,1,2.732381579,2.213270142
138384,Acquired hypothyroidism,228,3.805084746,2,3.038308111,13.77658143
138387,Thyrotoxicosis,33,5.029411765,2,4.428728527,8.734042553
138519,Spondylosis without myelopathy,41,3.083333333,1,3.758242973,3.131578947
138525,Pain in limb,215,2.773913043,1,3.131807083,5.794889993
138717,Toxic diffuse goiter,22,4.260869565,2.5,4.096244717,8.306122449
138825,Actinic keratosis,265,2.580882353,1,2.817677798,7.393634841
138841,Disorder of sacrum,39,4.1,2,3.538300178,5.413793103
139099,Ingrowing nail,52,1.807017544,0,3.415595057,3.415789474
139750,Primary malignant neoplasm of skin,22,3.391304348,1.5,3.104249287,6.271604938
139850,Acute frontal sinusitis,49,2.660377358,1,2.979093822,2.135802469
139900,Urticaria,62,3.865671642,1,3.79289324,6.317073171
140168,Psoriasis,83,3.077777778,1,3.723352772,28.16756757
140190,Disorder of back,21,3.571428571,1,3.336665002,3.986394558
140214,Eruption,246,2.833333333,0.5,3.463567523,3.686440678
140641,Verruca vulgaris,71,2.808219178,0,3.274128818,5.516509434
140648,Onychomycosis due to dermatophyte,101,2.839622642,1,2.829966938,5.256716418
140673,Hypothyroidism,523,4.289377289,2,3.704564879,13.83166109
140821,Spasm,144,3.324503311,1,3.173039839,5.029535865
140842,Changes in skin texture,21,2.714285714,0,4.069632018,2.492307692
141095,Acne,158,3.213017751,1,3.338884491,6.963833635
141104,Intervertebral disc disorder of lumbar region with myelopathy,46,2.215686275,0,3.514222311,2.96039604
141253,Disorder of thyroid gland,58,3.032258065,1,3.355882592,6.481327801
141323,Acute maxillary sinusitis,129,2.04109589,0,3.63577655,2.738241309
141375,Hypertrophic condition of skin,91,2.277227723,0,3.537553634,2.332268371
141825,Simple goiter,50,2.411764706,-0.5,3.220089997,3.544217687
141932,Senile hyperkeratosis,407,2.376470588,0,2.732552391,4.743562232
141941,Cervical spondylosis without myelopathy,125,3.058394161,1,3.60075261,4.306179775
141960,Skin finding,57,2.709677419,1,3.520438,1.987804878
192450,Retention of urine,70,3.355263158,1,4.046418041,5.139013453
192671,Gastrointestinal hemorrhage,20,2.095238095,0.5,4.08430887,4.3
192731,Digestive symptom,27,2.551724138,0,3.341443126,2.11299435
192854,Intramural leiomyoma of uterus,46,2.978723404,1,2.930515775,3.274647887
192963,Disorder of pancreas,24,3.541666667,2.5,4.671645894,7.955223881
193020,Incomplete emptying of bladder,20,2.708333333,0,3.513507769,4.707317073
193322,Right lower quadrant pain,75,2.546511628,1,3.647781011,4.283746556
193326,Urge incontinence of urine,66,3.1,1,3.148833358,7.188571429
194079,Post-surgical malabsorption,36,3.256410256,1,5.035745244,7.661971831
194081,Acute cystitis,101,3,1,2.838944163,3.107407407
194133,Low back pain,514,3.409506399,1,4.048855547,9.34583064
194175,Left upper quadrant pain,51,3.384615385,1,3.230856136,4.294871795
194406,Urinary tract obstruction,37,2.974358974,1,3.311187697,5.142857143
194684,Crohn's disease of large bowel,24,3.230769231,0.5,3.930556622,19.375
194686,Acquired renal cystic disease,57,3.338709677,1,3.718223765,3.783950617
194696,Dysmenorrhea,45,3.4,2,3.01979998,3.586466165
194984,Disease of liver,83,2.602150538,1,4.358831527,4.703971119
194992,Celiac disease,33,4.333333333,1,3.461913992,13.32926829
194993,Intestinal malabsorption,38,1.818181818,0,3.047280344,4.531531532
195007,Female stress incontinence,82,3.433333333,1,4.271499634,4.814189189
195083,Left lower quadrant pain,87,3.163043478,1,3.612550519,4.279569892
195321,Postmenopausal bleeding,59,3.047619048,1,3.766101221,5.410041841
195562,Hemorrhoids,226,2.489878543,0,3.944462033,2.65248227
195603,Vulval and/or perineal noninflammatory disorders,45,1.8125,0,2.695300812,2.570469799
195770,Subserous leiomyoma of uterus,23,3.28,0,3.264372295,3.058823529
195847,Gastroparesis syndrome,30,3.733333333,0,5.439848713,14.21621622
195867,Noninflammatory disorder of the vagina,165,2.904255319,1,3.605828,2.940108893
195873,Leukorrhea,25,2.925925926,0,2.437211521,2.197969543
195906,Disorder of lumbar spine,29,2.75,1,2.493834763,2.811320755
196168,Irregular periods,93,2.846153846,1,3.630007141,3.754032258
196456,Gallstone,53,2.770491803,0,4.198883672,3.218543046
196523,Diarrhea,276,2.996587031,1,4.233443298,6.089852008
197006,Residual hemorrhoidal skin tags,61,1.835820896,0,3.096534287,2.010152284
197236,Uterine leiomyoma,82,3.837209302,1,3.500419384,6.22
197320,Acute renal failure syndrome,69,4.594594595,1,5.18634018,6.727272727
197381,Epigastric pain,181,2.62755102,0,3.520639835,4.5456
197607,Excessive and frequent menstruation,74,3.771084337,1,3.422598418,3.505494505
197610,Cyst of ovary,84,2.333333333,0,3.700083732,5.308290155
197672,Urinary incontinence,69,3.051282051,1,4.337331751,3.797794118
197675,Incontinence of feces,29,2.75,1,3.9131583,5.682242991
197676,Large liver,21,3.304347826,1,5.156595407,2.55952381
197684,Dysuria,260,2.768421053,1,3.42359213,4.438752784
197925,Hemorrhage of rectum and anus,90,2.627659574,1,3.46835165,3.194225722
197988,Generalized abdominal pain,94,2.087378641,1,4.077492332,4.283163265
198194,Female genital organ symptoms,41,2.88372093,1,3.008321791,3.27032967
198202,Cystocele,23,2.92,1,2.896774818,3.188679245
198263,Right upper quadrant pain,117,2.449612403,1,3.86019688,4.561674009
198400,Hemangioma of skin and subcutaneous tissue,178,1.784946237,0,2.839336101,3.851415094
198520,Lumbar spondylosis with myelopathy,39,3.066666667,0,5.192775008,2.325581395
198803,Benign prostatic hyperplasia,110,3.12605042,2,3.421416141,5.863247863
198846,Enthesopathy of hip region,25,2.36,0,2.733739807,4.64171123
199075,Neurogenic bladder,21,3.409090909,2,3.864367132,7.62745098
199876,Prolapse of female genital organs,27,3.888888889,1,3.329912775,5.590909091
200174,Disorder of skin and/or subcutaneous tissue,270,2.553633218,1,2.770810759,4.199786325
200219,Abdominal pain,352,3.125,1,3.731258746,6.018567639
200452,Disorder of female genital organs,50,2.358490566,0,3.836239655,3.394636015
200779,Polyp of corpus uteri,32,3.823529412,1,3.867643902,3.524137931
200843,Finding of frequency of urination,192,2.882926829,1,3.32233816,2.76427256
200845,Urgent desire to urinate,91,2.87254902,1,3.156828751,4.093167702
200962,Primary malignant neoplasm of prostate,69,4.457142857,2,3.32086329,37.79807692
201061,Diaphragmatic hernia,129,3.222222222,1,4.02102035,4.808564232
201078,Atrophic vaginitis,124,2.473282443,1,3.388969859,5.692073171
201340,Gastritis,57,2.307692308,0,5.146962995,3.339920949
201418,"Flatulence, eructation and gas pain",37,2.025641026,1,2.740257106,2.931818182
201606,Crohn's disease,32,4.75,2,4.819315973,29.06944444
201613,Chronic nonalcoholic liver disease,36,3.722222222,0.5,3.178673977,6.06626506
201618,Disorder of intestine,150,2.728915663,0,3.472364531,3.84375
201620,Kidney stone,139,3.560810811,2,3.38010148,12.44931507
201826,Type 2 diabetes mellitus,159,4.416666667,2,4.25378162,13.09090909
201891,Disorder of stomach,21,3.318181818,1,4.63115742,4.5
201909,Female infertility,33,4.333333333,2,3.512963007,20.77272727
201916,Ureteric stone,26,3.115384615,1,3.657026956,6.564814815
253549,Disorder of connective tissue,35,3.405405405,2,3.954148975,8.777777778
254061,Pleural effusion,57,7,3,5.220573337,5.722891566
254443,Sjögren's syndrome,60,4.096774194,2,3.003340889,13.02586207
254669,Disorder of vocal cord,25,3.703703704,2,4.974937186,6.010526316
254761,Cough,647,3.479015919,1,3.726218249,6.418991416
255348,Polymyalgia rheumatica,21,4.652173913,3,3.891994225,16.79411765
255573,Chronic obstructive lung disease,81,4.776470588,3,4.328558623,13.37696335
255848,Pneumonia,83,3.857142857,2,4.574103343,3.574468085
255919,Finding of head and neck region,28,2.171428571,1,3.466391931,2.612745098
256439,Allergic rhinitis due to pollen,152,3.512820513,1,3.319513585,12.00505051
256440,Disorder of nasal sinus,22,2.913043478,1,3.119551527,2.266666667
256449,Bronchiectasis,22,5.869565217,3.5,3.026577797,22.63265306
256451,Bronchitis,108,3.613445378,1,3.497551435,2.653775322
257007,Allergic rhinitis,385,3.303258145,1,3.802123325,11.05243446
257011,Acute upper respiratory infection,387,3.002392344,1,3.482127108,3.591178407
257012,Chronic sinusitis,168,3.039548023,2,3.42031682,5.914179104
257628,Systemic lupus erythematosus,41,7.348837209,4,5.258094805,43.3373494
257683,Posterior rhinorrhea,76,2.4125,0.5,3.147374289,2.49339207
257907,Disorder of lung,36,2.452380952,0,4.174754056,4.507042254
259153,Pain in throat,26,2.892857143,1,3.424122571,4.180124224
259848,Chronic rhinitis,138,3.180555556,1,3.050762391,5.02745098
260123,Acute sinusitis,136,2.868055556,0,3.075909629,4.078280044
260139,Acute bronchitis,128,3.132352941,1,3.244582098,3.036161335
260427,Common cold,20,3.523809524,1.5,3.812721089,1.842857143
261325,Pulmonary emphysema,32,3.314285714,2.5,2.856091396,8.689189189
261880,Atelectasis,61,4.746031746,2,4.921404127,3.471698113
312437,Dyspnea,443,3.782881002,1,4.228067086,7.45382794
312648,Benign essential hypertension,63,3.417910448,1,3.005201158,10.41555556
312934,Atherosclerosis of aorta,26,2.566666667,1,3.635931793,3.565789474
312998,Pain in thoracic spine,102,2.709090909,0,4.180514747,5.470588235
313217,Atrial fibrillation,136,5.115646259,2,4.96348321,24.3
313459,Sleep apnea,215,4.065217391,1,4.090186303,5.261306533
313878,Respiratory symptom,21,2.904761905,1,3.623337057,1.568965517
314054,Aortic valve disorder,27,4.285714286,1,5.428110856,9.155963303
314059,Right bundle branch block,22,3.083333333,0.5,3.951272468,2.618421053
314131,Degeneration of cervical intervertebral disc,68,3.351351351,0.5,5.206596579,4.674825175
314658,Cardiomegaly,76,3.373493976,1,4.193457728,3.70531401
314665,Atrial flutter,25,5.392857143,2,6.116098975,18.04225352
314666,Old myocardial infarction,48,3.62745098,2,4.866843968,5.247311828
314754,Wheezing,67,2.906666667,0,3.016388224,3.308
314962,Raynaud's disease,71,3.421052632,1,3.581250077,5.941558442
315078,Palpitations,319,2.967647059,1,3.53224925,6.394176932
315085,Lymphadenopathy,45,2.47826087,1,3.079256109,3.237113402
316127,Vitreous opacities,72,2.671232877,0,3.031105048,4.274774775
316139,Heart failure,51,4.327272727,1,4.939000455,8.9
316822,Heart murmur,69,2.986842105,0,4.056506251,4.676806084
316866,Hypertensive disorder,50,3,2,3.226421535,8.209580838
316998,Left bundle branch block,29,5.413793103,2,3.453063179,11.03389831
317002,Low blood pressure,49,3.411764706,0,4.891336225,3.784090909
317009,Asthma,126,3.590909091,2,3.883223992,7.929597701
317248,Disorder of hematopoietic structure,45,3.444444444,1,4.367002069,4.330188679
317576,Coronary arteriosclerosis,49,3.566037736,2,4.288292875,10.32544379
318169,Varicose veins of lower extremity,65,2.197183099,1,2.844275628,6.211428571
318566,Flushing,91,3.225806452,1,3.392154995,3.763033175
318736,Migraine,280,3.903114187,1,3.827595385,8.75030012
318800,Gastroesophageal reflux disease,146,3.815789474,1,4.584914987,8.189271255
319041,Orthostatic hypotension,41,4.136363636,2,4.791761222,6.06557377
319826,Secondary hypertension,24,4.84,0.5,4.586527214,5.706896552
319835,Congestive heart failure,55,3.327586207,1,4.51126536,20.4
319843,Mitral valve disorder,32,3.314285714,1,5.539356985,5.05785124
320073,Neutropenia,32,5.787878788,3,5.388065516,7.24691358
320128,Essential hypertension,1257,4.89085319,3,3.769097781,22.73078782
320136,Disorder of respiratory system,41,2.152173913,0,3.632509044,2.256830601
320420,Vitreous degeneration,132,2.496350365,1,3.064528844,6.329230769
320536,Electrocardiogram abnormal,157,3.241176471,1,3.615773779,3.093632959
321052,Peripheral vascular disease,51,2.403846154,0,3.543013008,5.75
321107,Congenital insufficiency of aortic valve,22,4.409090909,1,6.059052831,24.62857143
321318,Angina pectoris,71,4,1,4.606355508,7.110526316
321319,Cardiomyopathy,60,5.106060606,2.5,4.016772744,17.57843137
321588,Heart disease,67,3.15942029,1,4.611354048,7.005813953
321596,Peripheral venous insufficiency,58,3.257575758,1,2.994499899,5.175531915
321887,Disorder of artery,32,1.909090909,1,3.302003302,7.753424658
372309,Mononeuritis,25,4.04,1,4.484417465,3.56626506
372324,Eustachian tube disorder,89,2.368421053,1,3.50455708,2.541818182
372328,Otitis media,52,2.49122807,0,3.127747661,5.10653753
372409,Sciatica,105,2.982608696,1,3.134879986,4.88592233
372448,Loss of consciousness,128,3.065693431,1,3.846174856,4.518918919
372886,Refractory migraine with aura,23,1.777777778,1,2.978845042,4.53125
372887,Disorder of brain,40,3.209302326,1,4.465752872,3.711538462
373474,Diplopia,34,3.114285714,1,3.17409299,5.648148148
373478,Presbyopia,259,2.481751825,0,3.517390107,8.2368
373499,Disorder of eye region,29,1.970588235,1,3.237328461,1.75
373503,Transient cerebral ischemia,22,4.041666667,1.5,3.63395483,4.849462366
373769,Nuclear cataract,24,2.785714286,1,2.422344654,3.050847458
374009,Organic mental disorder,24,2,1,3.406887738,11.61842105
374027,Lesion of ulnar nerve,53,4.222222222,2,3.982818688,4.632258065
374034,Visual disturbance,110,2.888888889,0,4.42126939,3.352798054
374313,Neoplasm of uncertain behavior of soft tissues,43,1.295454545,0,2.56585467,7.006756757
374366,Sensorineural hearing loss,96,2.745098039,1,3.828892355,5.915204678
374367,Bilateral hearing loss,57,2.3125,0,3.775249166,3.006060606
374375,Impacted cerumen,136,2.178082192,0,3.128058416,3.807860262
374919,Multiple sclerosis,54,5.574074074,3,3.190930982,43.49473684
375281,Acute suppurative otitis media without spontaneous rupture of ear drum,22,1.826086957,-1,3.202069136,4.225806452
375415,Injury of head,45,2.229166667,0,3.639430525,2.119469027
375527,Headache disorder,42,3.5,1,2.96984457,3.669811321
375545,Cataract,91,2.387096774,0,3.763295519,4.774928775
375827,Acute non-suppurative otitis media - serous,25,3.535714286,0,4.063249931,2.056737589
376065,Disorder of nervous system due to type 2 diabetes mellitus,40,5.068181818,2,3.582006314,7.477272727
376125,Disorder of eyelid,32,2.484848485,0.5,2.937521448,3.110091743
376208,Disorder of soft tissue,177,2.922680412,1,3.350721852,2.750491159
376229,Abnormal involuntary movement,30,2.322580645,0,2.824563846,3.15862069
376382,Tension-type headache,45,2.979591837,1,3.661566701,3.683333333
376400,Combined form of senile cataract,64,1.970588235,0,2.839235799,3.938931298
376415,Hypermetropia,73,2.526315789,0,3.056482494,4.762711864
376707,Acute conjunctivitis,44,2.5,0,3.245015693,2.107476636
377091,Seizure,43,4.446808511,1,3.922702754,9.096385542
377575,Tinnitus,83,3.285714286,0,2.829881276,3.895043732
377844,Status migrainosus,54,3.216666667,2,4.332486613,5.142857143
377853,Chronic tension-type headache,22,2.043478261,0,3.226312277,5.454545455
377888,Conductive hearing loss,22,2.12,1.5,2.990605782,4.842696629
377889,Hearing loss,94,2.009803922,0,3.449491755,2.850374065
377910,Deviated nasal septum,69,3.810810811,1,3.798528005,4.602836879
378001,Concussion with no loss of consciousness,23,3.625,2,3.302292891,3.842857143
378161,Disorder of ear,52,2.581818182,1,3.262289677,2.308988764
378253,Headache,360,3.574742268,1,4.076105915,6.01423221
378416,Retinal disorder,25,3.5,1,3.940389152,4.6
378424,Astigmatism,164,2.569060773,1,3.444565383,5.210953347
378425,Blepharitis,40,2.536585366,1,2.657837949,3.592274678
378427,Tear film insufficiency,202,3.081730769,1,3.317838723,6.053333333
378735,Migraine without aura,218,4.331877729,2,4.11767517,8.54767184
379010,Epiretinal membrane,46,3.553191489,1,3.158609123,12.3627451
379019,Conjunctivitis,31,2,0,3.405877273,2.231788079
379031,Pain in eye,31,2.470588235,0,3.603463089,2.243478261
379801,Trigeminal neuralgia,21,3.318181818,2,5.365675744,18.52272727
379805,Myopia,255,2.8,1,3.25891137,9.190412783
379832,Mixed conductive AND sensorineural hearing loss,22,2.916666667,2,3.002163722,4.763888889
380094,Carpal tunnel syndrome,136,4.081081081,1,4.407930069,7.063872255
380111,Acute atopic conjunctivitis,65,2.447761194,1,4.263665812,2.766081871
380378,Epilepsy,48,4.84,1.5,4.238825526,13.0625
380706,Regular astigmatism,97,2.411764706,1,3.428077918,4.37037037
380731,Otitis externa,25,2.037037037,0,3.042477061,2.010752688
380733,Otalgia,89,2.367346939,0,3.175252236,2.565217391
381290,Ocular hypertension,53,2.537037037,0,3.230726035,8.64556962
381292,Chronic allergic conjunctivitis,31,2.419354839,0,3.24252656,3.670731707
381295,Senile cataract,43,1.888888889,0,2.474006619,3.738853503
381549,Migraine with aura,112,3.794871795,1,4.08846826,6.843853821
381859,Infective otitis externa,25,2.37037037,1,2.095232684,2.709677419
432250,Disorder due to infection,32,3.5,1.5,3.298184985,3.038709677
432545,Bacterial infectious disease,91,3.214285714,0,3.219180915,2.193037975
432582,Neoplastic disease of uncertain behavior,63,2.633802817,0,3.528684302,3.289940828
432585,Blood coagulation disorder,31,2.375,1,4.427188724,4.903703704
432738,Chronic fatigue syndrome,119,2.3671875,1,3.828059285,4.97037037
432795,Traumatic AND/OR non-traumatic injury,117,2.476923077,0,3.350398404,2.618421053
432867,Hyperlipidemia,1001,3.874159462,2,3.540762489,16.10400391
432870,Thrombocytopenic disorder,70,5.136986301,2,4.601489542,6.713541667
432875,Anemia due to chronic blood loss,22,3.454545455,1,3.9246143,3.152777778
432883,"Recurrent major depressive episodes, moderate",42,4.952380952,2.5,3.945991365,16.30864198
432895,Cortical senile cataract,21,2.695652174,1,4.02847011,4.828947368
433128,Complication,31,2.735294118,2,3.765434188,5.103896104
433316,Dizziness and giddiness,364,3.125944584,1,3.905631596,5.751494449
433440,Dysthymia,72,3.974358974,2,3.074931453,10.5530303
433456,Acute pain,69,2.958333333,1,3.920621156,2.731818182
433527,Endometriosis (clinical),35,3.324324324,1,4.729133735,7.88372093
433577,Hammer toe,49,2.653846154,1,2.791355704,5.190909091
