condition_concept_id,concept_name,pt_cnt,mean_change,median_change,sd,ev_density
80189,Displacement of lumbar intervertebral disc without myelopathy,24,3,1,3.209756413,4.594117647
80242,Current tear of medial cartilage AND/OR meniscus of knee,48,3.538461538,1,4.067689675,3.905405405
80502,Osteoporosis,238,3.5,1.5,3.128889807,11.96730769
80767,Breast lump,105,2.315315315,0,3.591809976,5.662316476
80809,Rheumatoid arthritis,66,4.651515152,2,3.750120433,33.19333333
80813,Lumbosacral spondylosis without myelopathy,70,3.135135135,1,3.437733617,4.690140845
80816,Degeneration of intervertebral disc,28,3.193548387,1,3.68232587,4.534883721
80824,Senile osteoporosis,50,3.634615385,1,2.843467271,8.572815534
81151,Sprain of ankle,65,3.027777778,1,3.556345899,4.104712042
81378,Chondromalacia of patella,27,1.666666667,0,3.842334286,3.754010695
81379,Lateral epicondylitis,60,2.393442623,1,3.917366808,5.245421245
81878,Benign paroxysmal positional vertigo,69,2.183098592,0,3.160524847,4.090497738
81893,Ulcerative colitis,21,2.636363636,2,3.41286083,21.16129032
81902,Urinary tract infectious disease,214,3.370535714,2,3.913011386,5.626679463
81931,Psoriasis with arthropathy,22,4.36,3,3.187163105,32.93877551
132412,Post-laminectomy syndrome,20,4.695652174,2,2.244877209,9.70212766
132706,Disorder of nail,36,3.054054054,0,3.358949193,2.54494382
132797,Sepsis,24,4.586206897,4.5,5.897063873,4.45
133141,Tinea pedis,40,3.046511628,0,2.540820582,2.69375
133280,Alopecia,29,2.620689655,1,3.836562501,3.187134503
133424,Primary malignant neoplasm of thyroid gland,32,5.303030303,2,4.855575445,38.20634921
133711,Overlapping malignant neoplasm of female breast,27,4.066666667,1,5.30709357,18.88679245
133729,Hyperparathyroidism,43,3.644444444,2,2.947867446,13.26363636
133834,Atopic dermatitis,37,2.675,0,3.66543796,5.207100592
133835,Eczema,47,2.1875,1,2.997840728,3.043062201
134118,Atrophic condition of skin,24,4.041666667,0,3.374832256,3.972222222
134159,Precordial pain,40,1.829787234,0,3.594868137,3.186746988
134438,Contact dermatitis,36,1.488372093,0,3.675206505,3.583050847
134460,Plantar fascial fibromatosis,158,3.428571429,1,3.336831323,5.734736842
134668,Chronic maxillary sinusitis,50,4.509090909,1.5,3.67984028,5.626168224
134681,Diffuse spasm of esophagus,24,3.884615385,1,2.96721213,3.171428571
134718,Hirsutism,24,3.518518519,1,3.717370116,4.277227723
134736,Backache,195,3.171428571,0,3.96093133,5.115718419
134870,Pityriasis versicolor,20,2.285714286,1.5,2.833539724,3.277777778
134898,Non-toxic uninodular goiter,154,3.518987342,1,3.597832959,9.240540541
135030,Discoloration of skin,92,2.610526316,0,2.928740396,3.004555809
135215,Hashimoto thyroiditis,22,3.086956522,1.5,3.196656803,8.727272727
135287,Non-neoplastic nevus,179,1.937172775,0,2.704912685,2.806976744
135618,Pruritic rash,86,2.428571429,0.5,3.563014909,1.814189189
135777,Neoplasm of uncertain behavior of skin,209,2.246511628,0,3.29521435,4.255319149
135858,Disorder of lip,31,2.558823529,0,3.462859779,2.352380952
135930,Musculoskeletal finding,168,3.660714286,2,3.750672404,6.549618321
136057,Benign neoplasm of skin of trunk,55,1.372881356,0,2.815062899,3.960352423
136184,Pruritus of skin,28,3.09375,0,3.920337692,2.923809524
136368,Non-toxic multinodular goiter,120,2.89516129,1,3.194489303,10.444
136497,Scar conditions and fibrosis of skin,115,2.733333333,0,3.58746015,4.685131195
136773,Rosacea,129,3.142857143,1,3.679785157,7.271137026
136788,Spinal stenosis of lumbar region,115,3.588709677,1,3.737414681,9.185185185
137053,Seborrheic dermatitis,79,2.3,0,3.4480425,3.63028169
137193,Erythema,24,1.791666667,-1,3.832545603,1.762711864
137275,Disorder of muscle,111,3.767241379,1,4.419986622,7.641233766
137351,Epidermoid cyst of skin,60,2.830769231,1,3.125618583,3.290748899
137379,Musculoskeletal symptom,42,4.068181818,2,3.353712385,5.25
137548,Cervical radiculopathy,134,4.122302158,1,3.87963471,5.961661342
137682,Skin sensation disturbance,64,2.787878788,0,3.875927948,3.587360595
137785,Verruca plantaris,37,2.952380952,1,4.402258498,5.738738739
137809,Primary malignant neoplasm of female breast,119,4.823529412,3,4.638521416,43.77310924
137820,Postoperative hypothyroidism,73,4.050632911,2,4.703701706,15.39230769
137989,Abnormal results of cardiovascular function studies,28,1.34375,1,3.464674336,3.938271605
138102,Benign neoplasm of skin,208,2.608888889,1,3.03955941,4.060240964
138148,Plantar nerve lesion,20,2.285714286,1,3.86992452,5.891891892
138225,Disorder of sebaceous gland,31,2.142857143,0,3.027472774,2.213270142
138384,Acquired hypothyroidism,229,3.805084746,2,3.449507741,13.77658143
138387,Thyrotoxicosis,31,5.029411765,3,4.953764725,8.734042553
138519,Spondylosis without myelopathy,46,3.083333333,1,3.816566988,3.131578947
138525,Pain in limb,215,2.773913043,1,3.35676255,5.794889993
138717,Toxic diffuse goiter,22,4.260869565,1.5,4.261221498,8.306122449
138825,Actinic keratosis,268,2.580882353,1,3.005136099,7.393634841
138841,Disorder of sacrum,35,4.1,2,4.3737183,5.413793103
139099,Ingrowing nail,50,1.807017544,-1,4.141428325,3.415789474
139750,Primary malignant neoplasm of skin,20,3.391304348,2,2.041671142,6.271604938
139850,Acute frontal sinusitis,50,2.660377358,0,3.157433729,2.135802469
139900,Urticaria,63,3.865671642,2,3.837988891,6.317073171
140168,Psoriasis,88,3.077777778,1.5,3.465741427,28.16756757
140190,Disorder of back,20,3.571428571,1.5,3.133435982,3.986394558
140214,Eruption,243,2.833333333,0,4.054533376,3.686440678
140641,Verruca vulgaris,68,2.808219178,0,3.367294801,5.516509434
140648,Onychomycosis due to dermatophyte,105,2.839622642,1,3.10744704,5.256716418
140673,Hypothyroidism,525,4.289377289,2,3.667277964,13.83166109
140821,Spasm,142,3.324503311,1,3.558387509,5.029535865
140842,Changes in skin texture,20,2.714285714,0,4.987088593,2.492307692
141095,Acne,158,3.213017751,1,3.50015261,6.963833635
141104,Intervertebral disc disorder of lumbar region with myelopathy,49,2.215686275,1,3.524452966,2.96039604
141253,Disorder of thyroid gland,60,3.032258065,1,3.400357243,6.481327801
141323,Acute maxillary sinusitis,132,2.04109589,1,3.69715053,2.738241309
141375,Hypertrophic condition of skin,93,2.277227723,0,3.644370992,2.332268371
141825,Simple goiter,50,2.411764706,0.5,3.535303006,3.544217687
141932,Senile hyperkeratosis,403,2.376470588,1,2.872026115,4.743562232
141941,Cervical spondylosis without myelopathy,129,3.058394161,1,3.508054133,4.306179775
141960,Skin finding,56,2.709677419,0.5,3.468597531,1.987804878
192450,Retention of urine,72,3.355263158,1,4.394476544,5.139013453
192731,Digestive symptom,28,2.551724138,0.5,5.67925772,2.11299435
192854,Intramural leiomyoma of uterus,47,2.978723404,1,2.548693231,3.274647887
192963,Disorder of pancreas,20,3.541666667,3.5,4.032434292,7.955223881
193322,Right lower quadrant pain,86,2.546511628,1,4.216328756,4.283746556
193326,Urge incontinence of urine,67,3.1,1,3.269239058,7.188571429
194079,Post-surgical malabsorption,36,3.256410256,0.5,4.497265483,7.661971831
194081,Acute cystitis,100,3,1,2.868480751,3.107407407
194133,Low back pain,517,3.409506399,1,3.874516139,9.34583064
194175,Left upper quadrant pain,48,3.384615385,1.5,4.937867501,4.294871795
194406,Urinary tract obstruction,36,2.974358974,1,2.894439113,5.142857143
194684,Crohn's disease of large bowel,25,3.230769231,2,3.329164059,19.375
194686,Acquired renal cystic disease,58,3.338709677,1,3.645514527,3.783950617
194696,Dysmenorrhea,47,3.4,1,3.234727154,3.586466165
194984,Disease of liver,89,2.602150538,0,4.23405499,4.703971119
194992,Celiac disease,32,4.333333333,2,3.680813374,13.32926829
194993,Intestinal malabsorption,37,1.818181818,0,3.444323353,4.531531532
195007,Female stress incontinence,79,3.433333333,1,3.444322292,4.814189189
195083,Left lower quadrant pain,86,3.163043478,1,3.256226278,4.279569892
195259,Meralgia paresthetica,21,3.380952381,2,3.407973843,6
195321,Postmenopausal bleeding,58,3.047619048,1,2.850000796,5.410041841
195562,Hemorrhoids,227,2.489878543,0,2.913954521,2.65248227
195588,Cystitis,20,3.3,2.5,3.3478194,2.252336449
195603,Vulval and/or perineal noninflammatory disorders,45,1.8125,0,2.912356122,2.570469799
195770,Subserous leiomyoma of uterus,25,3.28,1,3.685557398,3.058823529
195847,Gastroparesis syndrome,29,3.733333333,1,4.829098989,14.21621622
195867,Noninflammatory disorder of the vagina,167,2.904255319,1,3.220958887,2.940108893
195873,Leukorrhea,24,2.925925926,1,2.729336066,2.197969543
195906,Disorder of lumbar spine,29,2.75,1,3.475459356,2.811320755
196168,Irregular periods,96,2.846153846,1,4.073650352,3.754032258
196456,Gallstone,54,2.770491803,1,4.12611292,3.218543046
196523,Diarrhea,272,2.996587031,1,4.553362487,6.089852008
197006,Residual hemorrhoidal skin tags,62,1.835820896,-0.5,3.204348249,2.010152284
197236,Uterine leiomyoma,82,3.837209302,1,3.787489509,6.22
197320,Acute renal failure syndrome,74,4.594594595,1,5.903895262,6.727272727
197381,Epigastric pain,179,2.62755102,0,3.735831519,4.5456
197607,Excessive and frequent menstruation,74,3.771084337,1,4.074577816,3.505494505
197610,Cyst of ovary,82,2.333333333,0,3.573653972,5.308290155
197672,Urinary incontinence,70,3.051282051,0.5,3.775918026,3.797794118
197675,Incontinence of feces,33,2.75,1,4.065747536,5.682242991
197676,Large liver,22,3.304347826,1,3.81640342,2.55952381
197684,Dysuria,250,2.768421053,1,3.590133736,4.438752784
197925,Hemorrhage of rectum and anus,90,2.627659574,0,2.930510218,3.194225722
197988,Generalized abdominal pain,96,2.087378641,1,4.895710618,4.283163265
198124,Kidney disease,20,5.476190476,2.5,5.92297045,6.461538462
198194,Female genital organ symptoms,40,2.88372093,1,2.848301338,3.27032967
198202,Cystocele,23,2.92,1,3.361606053,3.188679245
198263,Right upper quadrant pain,121,2.449612403,1,3.591541947,4.561674009
198400,Hemangioma of skin and subcutaneous tissue,173,1.784946237,0,2.626513864,3.851415094
198520,Lumbar spondylosis with myelopathy,39,3.066666667,1,4.433646352,2.325581395
198803,Benign prostatic hyperplasia,112,3.12605042,1,3.402578703,5.863247863
198846,Enthesopathy of hip region,25,2.36,1,2.444040371,4.64171123
199075,Neurogenic bladder,20,3.409090909,1.5,3.528455753,7.62745098
199876,Prolapse of female genital organs,24,3.888888889,1.5,5.871664949,5.590909091
200174,Disorder of skin and/or subcutaneous tissue,275,2.553633218,1,3.002533767,4.199786325
200219,Abdominal pain,355,3.125,1,4.102893998,6.018567639
200452,Disorder of female genital organs,48,2.358490566,1,3.374655223,3.394636015
200779,Polyp of corpus uteri,32,3.823529412,1,3.46351956,3.524137931
200843,Finding of frequency of urination,187,2.882926829,1,3.084337689,2.76427256
200845,Urgent desire to urinate,90,2.87254902,1,3.662425194,4.093167702
200962,Primary malignant neoplasm of prostate,69,4.457142857,2,4.133688762,37.79807692
201061,Diaphragmatic hernia,131,3.222222222,1,4.032297676,4.808564232
201078,Atrophic vaginitis,122,2.473282443,1,2.586584882,5.692073171
201337,Disorder of bladder,21,3.19047619,3,2.821684738,3.144927536
201340,Gastritis,56,2.307692308,-1,3.32952163,3.339920949
201418,"Flatulence, eructation and gas pain",33,2.025641026,0,2.685186636,2.931818182
201606,Crohn's disease,32,4.75,2,3.899958643,29.06944444
201613,Chronic nonalcoholic liver disease,32,3.722222222,1.5,3.643376668,6.06626506
201618,Disorder of intestine,153,2.728915663,0,3.519418831,3.84375
201620,Kidney stone,144,3.560810811,1,4.1177077,12.44931507
201826,Type 2 diabetes mellitus,156,4.416666667,3,4.353881738,13.09090909
201891,Disorder of stomach,20,3.318181818,2.5,6.223892842,4.5
201909,Female infertility,33,4.333333333,1,3.585270794,20.77272727
201916,Ureteric stone,25,3.115384615,1,3.585619426,6.564814815
253549,Disorder of connective tissue,34,3.405405405,2,4.453062797,8.777777778
254061,Pleural effusion,52,7,2.5,5.780388908,5.722891566
254443,Sjögren's syndrome,61,4.096774194,2,3.490110932,13.02586207
254669,Disorder of vocal cord,25,3.703703704,1,4.339738855,6.010526316
254761,Cough,638,3.479015919,2,3.864663756,6.418991416
255348,Polymyalgia rheumatica,21,4.652173913,2,3.689754154,16.79411765
255573,Chronic obstructive lung disease,82,4.776470588,2,4.615753369,13.37696335
255848,Pneumonia,82,3.857142857,3,4.316519391,3.574468085
255919,Finding of head and neck region,32,2.171428571,0,4.612395641,2.612745098
256439,Allergic rhinitis due to pollen,149,3.512820513,1,3.813527147,12.00505051
256440,Disorder of nasal sinus,22,2.913043478,0,4.205747459,2.266666667
256449,Bronchiectasis,20,5.869565217,4,3.404331606,22.63265306
256451,Bronchitis,98,3.613445378,1.5,4.131351144,2.653775322
257007,Allergic rhinitis,361,3.303258145,1,3.620778073,11.05243446
257011,Acute upper respiratory infection,388,3.002392344,1,3.571466703,3.591178407
257012,Chronic sinusitis,160,3.039548023,1,3.526622692,5.914179104
257628,Systemic lupus erythematosus,42,7.348837209,4,5.207483671,43.3373494
257683,Posterior rhinorrhea,74,2.4125,2,3.419243406,2.49339207
257907,Disorder of lung,36,2.452380952,0,5.552062394,4.507042254
259153,Pain in throat,21,2.892857143,2,3.254301183,4.180124224
259848,Chronic rhinitis,133,3.180555556,1,3.016001224,5.02745098
260123,Acute sinusitis,133,2.868055556,1,3.192894823,4.078280044
260139,Acute bronchitis,122,3.132352941,1,3.432828436,3.036161335
261325,Pulmonary emphysema,35,3.314285714,1,2.716893926,8.689189189
261880,Atelectasis,54,4.746031746,0.5,5.151139853,3.471698113
312437,Dyspnea,447,3.782881002,2,4.584910936,7.45382794
312648,Benign essential hypertension,65,3.417910448,2,2.994787138,10.41555556
312934,Atherosclerosis of aorta,30,2.566666667,-0.5,5.079256892,3.565789474
312998,Pain in thoracic spine,103,2.709090909,0,3.402387713,5.470588235
313217,Atrial fibrillation,132,5.115646259,2,5.411597924,24.3
313459,Sleep apnea,210,4.065217391,1,4.294480288,5.261306533
314054,Aortic valve disorder,23,4.285714286,2,5.443202963,9.155963303
314059,Right bundle branch block,22,3.083333333,0,4.347711743,2.618421053
314131,Degeneration of cervical intervertebral disc,67,3.351351351,1,3.554257358,4.674825175
314658,Cardiomegaly,76,3.373493976,1,3.830876406,3.70531401
314665,Atrial flutter,24,5.392857143,1.5,4.912089493,18.04225352
314666,Old myocardial infarction,48,3.62745098,1,3.879330113,5.247311828
314754,Wheezing,66,2.906666667,1,3.538301912,3.308
314962,Raynaud's disease,69,3.421052632,1,3.165376414,5.941558442
315078,Palpitations,323,2.967647059,1,4.273042114,6.394176932
315085,Lymphadenopathy,43,2.47826087,1,3.611842218,3.237113402
316127,Vitreous opacities,71,2.671232877,0,2.849052933,4.274774775
316139,Heart failure,51,4.327272727,2,4.901700385,8.9
316822,Heart murmur,68,2.986842105,0.5,4.588893719,4.676806084
316866,Hypertensive disorder,49,3,1,3.31277675,8.209580838
316998,Left bundle branch block,27,5.413793103,3,4.782446536,11.03389831
316999,Conduction disorder of the heart,20,3.1,0.5,5.236260216,4.301886792
317002,Low blood pressure,49,3.411764706,0,5.811962798,3.784090909
317009,Asthma,122,3.590909091,2,3.823181738,7.929597701
317248,Disorder of hematopoietic structure,42,3.444444444,1,4.222884395,4.330188679
317576,Coronary arteriosclerosis,50,3.566037736,2,3.98978287,10.32544379
318169,Varicose veins of lower extremity,67,2.197183099,0,2.935304218,6.211428571
318566,Flushing,88,3.225806452,1,2.898108597,3.763033175
318736,Migraine,275,3.903114187,1,3.985697722,8.75030012
318800,Gastroesophageal reflux disease,141,3.815789474,2,3.757801746,8.189271255
319041,Orthostatic hypotension,45,4.136363636,2,5.227646012,6.06557377
319826,Secondary hypertension,23,4.84,2,5.392133049,5.706896552
319835,Congestive heart failure,55,3.327586207,1,4.638660552,20.4
319843,Mitral valve disorder,32,3.314285714,1,4.954225958,5.05785124
320073,Neutropenia,28,5.787878788,4,6.214316122,7.24691358
320128,Essential hypertension,1263,4.89085319,2,3.983775268,22.73078782
320136,Disorder of respiratory system,42,2.152173913,1,5.152325456,2.256830601
320420,Vitreous degeneration,130,2.496350365,1,3.556813781,6.329230769
320536,Electrocardiogram abnormal,151,3.241176471,1,4.386885936,3.093632959
321052,Peripheral vascular disease,46,2.403846154,1,3.992989025,5.75
321318,Angina pectoris,72,4,1,4.283297254,7.110526316
321319,Cardiomyopathy,63,5.106060606,2,4.702898628,17.57843137
321588,Heart disease,64,3.15942029,1,3.931456372,7.005813953
321596,Peripheral venous insufficiency,60,3.257575758,1,3.099981775,5.175531915
321887,Disorder of artery,30,1.909090909,0,2.932379678,7.753424658
372309,Mononeuritis,24,4.04,0.5,4.613896778,3.56626506
372324,Eustachian tube disorder,82,2.368421053,0.5,2.627679086,2.541818182
372328,Otitis media,50,2.49122807,1,3.265465557,5.10653753
372409,Sciatica,107,2.982608696,1,3.518973937,4.88592233
372448,Loss of consciousness,127,3.065693431,1,4.407530114,4.518918919
372886,Refractory migraine with aura,28,1.777777778,0.5,3.933978962,4.53125
372887,Disorder of brain,42,3.209302326,0.5,4.533012218,3.711538462
373474,Diplopia,34,3.114285714,1,3.435813271,5.648148148
373478,Presbyopia,251,2.481751825,0,3.020266208,8.2368
373499,Disorder of eye region,31,1.970588235,0,3.850150116,1.75
373503,Transient cerebral ischemia,26,4.041666667,1.5,3.784990601,4.849462366
373769,Nuclear cataract,27,2.785714286,1,2.612156546,3.050847458
374009,Organic mental disorder,24,2,1,4.470312702,11.61842105
374027,Lesion of ulnar nerve,50,4.222222222,2,4.199902817,4.632258065
374034,Visual disturbance,108,2.888888889,0,5.310895167,3.352798054
374313,Neoplasm of uncertain behavior of soft tissues,43,1.295454545,1,3.074922682,7.006756757
374366,Sensorineural hearing loss,92,2.745098039,1,3.645203146,5.915204678
374367,Bilateral hearing loss,57,2.3125,0,3.131815875,3.006060606
374375,Impacted cerumen,129,2.178082192,0,3.252589159,3.807860262
374919,Multiple sclerosis,53,5.574074074,3,3.621216308,43.49473684
375281,Acute suppurative otitis media without spontaneous rupture of ear drum,22,1.826086957,1.5,3.130979128,4.225806452
375415,Injury of head,47,2.229166667,0,3.490836425,2.119469027
375527,Headache disorder,41,3.5,1,4.080291716,3.669811321
375545,Cataract,88,2.387096774,0,3.466740012,4.774928775
375806,Idiopathic peripheral neuropathy,20,5.25,0.5,3.776311205,3.807017544
375827,Acute non-suppurative otitis media - serous,24,3.535714286,1.5,3.404760095,2.056737589
376065,Disorder of nervous system due to type 2 diabetes mellitus,41,5.068181818,2,5.101769181,7.477272727
376125,Disorder of eyelid,29,2.484848485,0,2.277540805,3.110091743
376208,Disorder of soft tissue,174,2.922680412,1,3.825195089,2.750491159
376229,Abnormal involuntary movement,29,2.322580645,0,2.679515433,3.15862069
376382,Tension-type headache,40,2.979591837,0.5,3.553257805,3.683333333
376400,Combined form of senile cataract,63,1.970588235,1,2.876089255,3.938931298
376415,Hypermetropia,69,2.526315789,1,2.839932639,4.762711864
376707,Acute conjunctivitis,43,2.5,1,2.811540842,2.107476636
377091,Seizure,46,4.446808511,1.5,5.49101154,9.096385542
377575,Tinnitus,85,3.285714286,1,3.442118428,3.895043732
377844,Status migrainosus,59,3.216666667,2,4.26435075,5.142857143
377853,Chronic tension-type headache,22,2.043478261,1,4.113119123,5.454545455
377888,Conductive hearing loss,24,2.12,-0.5,3.391966212,4.842696629
377889,Hearing loss,90,2.009803922,0,3.219498181,2.850374065
377910,Deviated nasal septum,70,3.810810811,2,2.921186973,4.602836879
378001,Concussion with no loss of consciousness,24,3.625,0.5,4.547455093,3.842857143
378161,Disorder of ear,50,2.581818182,0.5,3.546541863,2.308988764
378253,Headache,363,3.574742268,1,3.742336634,6.01423221
378416,Retinal disorder,25,3.5,1,4.945368203,4.6
378424,Astigmatism,169,2.569060773,1,3.046564981,5.210953347
378425,Blepharitis,39,2.536585366,1,3.174416966,3.592274678
378427,Tear film insufficiency,195,3.081730769,1,2.983672194,6.053333333
378735,Migraine without aura,218,4.331877729,2,3.896119177,8.54767184
379010,Epiretinal membrane,47,3.553191489,1,3.644340968,12.3627451
379019,Conjunctivitis,30,2,-0.5,3.530002768,2.231788079
379031,Pain in eye,31,2.470588235,0,3.965442117,2.243478261
379801,Trigeminal neuralgia,20,3.318181818,1.5,4.331949847,18.52272727
379805,Myopia,262,2.8,1,3.190774482,9.190412783
379832,Mixed conductive AND sensorineural hearing loss,23,2.916666667,0,2.999341166,4.763888889
380094,Carpal tunnel syndrome,140,4.081081081,1,3.628113363,7.063872255
380111,Acute atopic conjunctivitis,65,2.447761194,0,4.070472945,2.766081871
380378,Epilepsy,46,4.84,1.5,4.726173397,13.0625
380706,Regular astigmatism,89,2.411764706,1,2.976113623,4.37037037
380731,Otitis externa,24,2.037037037,1,2.888946952,2.010752688
380733,Otalgia,89,2.367346939,1,3.971617897,2.565217391
381290,Ocular hypertension,47,2.537037037,1,3.113635673,8.64556962
381292,Chronic allergic conjunctivitis,30,2.419354839,0,3.141308022,3.670731707
381295,Senile cataract,39,1.888888889,1,3.090624017,3.738853503
381549,Migraine with aura,112,3.794871795,1,4.176593709,6.843853821
381859,Infective otitis externa,26,2.37037037,0,2.775718895,2.709677419
432250,Disorder due to infection,34,3.5,1,5.116904284,3.038709677
432251,Disease caused by parasite,21,3.227272727,1,5.367893974,2.538461538
432545,Bacterial infectious disease,92,3.214285714,2,4.071447431,2.193037975
432582,Neoplastic disease of uncertain behavior,66,2.633802817,0.5,3.541166494,3.289940828
432585,Blood coagulation disorder,28,2.375,2,4.686324809,4.903703704
432738,Chronic fatigue syndrome,117,2.3671875,1,4.082861897,4.97037037
432795,Traumatic AND/OR non-traumatic injury,118,2.476923077,0,3.35107188,2.618421053
432867,Hyperlipidemia,997,3.874159462,2,3.726736818,16.10400391
432870,Thrombocytopenic disorder,69,5.136986301,2,5.044727481,6.713541667
432883,"Recurrent major depressive episodes, moderate",39,4.952380952,2,5.154692057,16.30864198
432895,Cortical senile cataract,24,2.695652174,1,2.804951626,4.828947368
433128,Complication,33,2.735294118,1,3.943492914,5.103896104
433316,Dizziness and giddiness,367,3.125944584,1,4.174102595,5.751494449
433440,Dysthymia,75,3.974358974,2,4.411818689,10.5530303
433456,Acute pain,67,2.958333333,1,3.288550372,2.731818182
433527,Endometriosis (clinical),33,3.324324324,2,3.241539103,7.88372093
433577,Hammer toe,47,2.653846154,0,2.903154685,5.190909091
433595,Edema,108,2.367521368,1,3.858466526,5.027600849
433736,Obesity,603,4.0265625,1,4.070186776,9.61411926
